OBJECTID;NUMERO;IMMEUBLE;DESIGNATION;DENOMINATION;COMPLEMENT;ALTITUDE;ANNEE;X;Y;TYP;geo_shape;geo_point_2d
14335;rn42013;70;Rue;SAINT-SABIN;#;34.135;1985;602346.084;128797.058;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.36849894068114, 48.859626803948466]}";48.8596268039,2.36849894068
14373;rn43173;#;Rue du;CHEMIN VERT;A l'angle de la rue Servan_ Sur le pan coupé;47.761;1985;603389.685;129012.016;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.382724002180594, 48.861554989702825]}";48.8615549897,2.38272400218
14376;rn34039;2;Rue;SCRIBE;#;35.8;1985;599542.698;130043.807;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.330289945410934, 48.870842833910736]}";48.8708428339,2.33028994541
14380;rn93387;7;Rue;MARCCEAU;93-LE PRE SAINT-GERVAIS;57.871;1992;604620.601;131971.851;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.399534310783685, 48.888164004799954]}";48.8881640048,2.39953431078
14391;rn79218;#;#;CIMETIERE DU PERE LACHAISE;Avenue des Acacias sur l'escalier menant au chemin Dragon;75.374;1988;604273.764;128783.785;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.394771236656589, 48.85949705007313]}";48.8594970501,2.39477123666
14401;rn18052;39;Rue;GRACIEUSE;#;51.235;1981;601096.169;127031.293;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.351459175343738, 48.8437512371824]}";48.8437512372,2.35145917534
14415;rn66234;68;Rue;JOUFFROY D'ABBANS;#;41.385;1993;597735.064;131554.442;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.305639497490244, 48.88442361014368]}";48.8844236101,2.30563949749
14468;rn70279;15;Rue de;TRETAIGNE;Près de la rue Duc;60.809;1988;600427.428;132441.115;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.342353009530615, 48.892401241322546]}";48.8924012413,2.34235300953
14481;rn56135;42;Rue;GUILLEMINOT;#;64.019;1995;598573.618;126128.148;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.317093422556495, 48.8356288268035]}";48.8356288268,2.31709342256
14503;rn31003;47;Rue;LA BOETIE;#;32.827;1983;598339.714;130337.526;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.313889495294664, 48.87348211298323]}";48.873482113,2.31388949529
14507;rn31004;61;Rue;LA BOETIE;#;31.685;1983;598209.791;130301.444;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.312118438626252, 48.873157273430635]}";48.8731572734,2.31211843863
14513;rn25048;#;Rue de;SAINT-SIMON;A l'angle du passage de la Visitation;33.152;1982;599079.788;128437.119;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.323983281436027, 48.85639377715762]}";48.8563937772,2.32398328144
14536;rn94187;58;Avenue des;MINIMES;94-VINCENNES_ A l'angle de l'avenue du Petit Parc_;45.14;1996;606722.074;126796.0;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.428106470001607, 48.841599560352044]}";48.8415995604,2.42810647
14538;rn20036;#;Place;MARCELIN BERTHELOT;Face à la rue Thénard_ Sur le collège de France;44.602;1981;600664.445;127625.037;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.345577985567073, 48.84909124716782]}";48.8490912472,2.34557798557
14571;rn42007;96;Rue;AMELOT;#;35.45;1985;602282.345;129037.579;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.367631569879702, 48.861789989353234]}";48.8617899894,2.36763156988
14582;rn69053;#;Rue;JOSEPH DE MAISTRE;Face au n°28_sur le cimetière de Montmartre;70.43;1988;599673.819;131920.893;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3320757313516562, 48.88772308331184]}";48.8877230833,2.33207573135
14589;rn75556;#;Rue du;HAINAUT;Côté pair_Sur l'immeuble immatriculé au n°77 rue Petit;54.563;1992;603929.338;131780.139;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.390105809528618, 48.88644480167853]}";48.8864448017,2.39010580953
14611;rn03025;2;Rue des;PYRAMIDES;Angle place des Pyramides;34.164;1982;599694.838;129282.291;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3323645748847213, 48.863994804806666]}";48.8639948048,2.33236457488
14621;rn80088;#;Rue;HENRI DUVERNOIS;Angle rue Serpolet sur le pan coupé du stade;69.815;1988;605593.12;128967.201;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.412755241412872, 48.86113589679223]}";48.8611358968,2.41275524141
14627;rn16079;8;Rue;BOUTAREL;#;34.763;1990;601280.754;127993.81;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.353977043387852, 48.852406549402055]}";48.8524065494,2.35397704339
14628;rn61104;137;Avenue;MOZART;#;36.756;1994;594868.773;127657.303;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.266604778897433, 48.84936030519769]}";48.8493603052,2.2666047789
14683;rn46143;3;Rue de la;LANCETTE;#;37.041;1984;604087.432;126321.396;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.392207148919979, 48.83735468933967]}";48.8373546893,2.39220714892
14685;rn40010;141Bis;Quai de;VALMY;#;43.874;2014;602077.192;130747.41;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.36484401264024, 48.87716679762552]}";48.8771667976,2.36484401264
14698;rn01078;#;Quai des;TUILERIES;Sur le parapet du quai haut_ En aval du pont Royal_;35.885;1982;599519.384;128924.23;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.329973548159677, 48.86077474133996]}";48.8607747413,2.32997354816
14739;rn79094;41;Rue des;PRAIRIES;#;82.04;1988;604850.265;129170.313;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.402632955008067, 48.86296872106781]}";48.8629687211,2.40263295501
14744;rn11031;#;Rue;SAINT-GILLES;Angle rue de Bearn;34.029;1983;602197.531;128594.716;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.366473227276332, 48.857807744425806]}";48.8578077444,2.36647322728
14769;rn68146;4;Rue;GAUTHEY;#;40.484;1993;598788.889;132293.434;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.320007018929222, 48.891072152786634]}";48.8910721528,2.32000701893
14809;rn16118;#;#;SQUARE DE L'ILE DE FRANCE;Sur le parapet côté Ile Saint-Louis_ A 18 mètres du candélabre IV-171;34.597;1990;601163.682;127978.7;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.352381652479446, 48.85227090279465]}";48.8522709028,2.35238165248
14829;rn59064;3;Rue;SAINT-CHARLES;#;31.347;1995;596610.059;127950.759;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.290329508090966, 48.852011401252014]}";48.8520114013,2.29032950809
14893;rn62188;9;Boulevard;SUCHET;Au droit du lampadaire XVI-8405;51.916;1994;594881.828;128872.102;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.266767253534641, 48.86028479902402]}";48.860284799,2.26676725353
14924;rn76088;52;Rue;REBEVAL;#;70.895;1992;603185.894;130475.916;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3799577827368132, 48.87472056327516]}";48.8747205633,2.37995778274
14925;rn66030;46;Rue;AMPERE;#;38.14;1993;597406.882;131660.804;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.301163770271052, 48.88537880231785]}";48.8853788023,2.30116377027
14929;rn18018;66;Boulevard;SAINT-MARCEL;#;39.282;1980;601345.37;126385.496;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35485238190885, 48.83794325388448]}";48.8379432539,2.35485238191
14939;rn70491;6Bis;Rue;RAVIGNAN;#;92.015;1988;600102.184;131665.678;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.337917194149306, 48.88542807221219]}";48.8854280722,2.33791719415
14962;rn76205;#;#;PARC DES BUTTES CHAUMONT;Avenue du Général San Martin_ Sur la culée Sud-Ouest de la passerelle de l'avenue Darcel;79.998;1987;603098.0;130890.0;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3787626336178143, 48.87844476648685]}";48.8784447665,2.37876263362
14977;rn70065;61;Rue;MARCADET;#;57.374;1988;600901.917;132219.077;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.348823630903019, 48.89040399125515]}";48.8904039913,2.3488236309
14980;rn32048;105;Rue de;MIROMESNIL;#;50.102;1983;598442.741;131145.414;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.315290876521699, 48.88074751728622]}";48.8807475173,2.31529087652
14985;rn77099;#;Rue des;COURONNES;Face au n°43 sur le muret;62.348;1995;603512.374;129952.996;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.384404261815938, 48.870016294100516]}";48.8700162941,2.38440426182
15009;rn62230;#;Avenue de;NEW YORK;A 100 mètres en aval du pont d'Iéna;35.368;1994;596616.74;128793.598;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.290413454955557, 48.85959087687117]}";48.8595908769,2.29041345496
15012;rn42139;8;Rue du;MARCHE POPINCOURT;Près de la rue Pihet;41.463;1985;602704.048;129277.32;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.373380805559431, 48.863944205350585]}";48.8639442054,2.37338080556
15015;rn44034;39;Rue;ALEXANDRE DUMAS;A l'angle du passage du Bureau_ Sur l'école municipale;54.232;1996;604205.248;128158.584;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.393831010658404, 48.85387525011472]}";48.8538752501,2.39383101066
15043;rn41037;10;Boulevard;JULES FERRY;#;35.752;1984;602376.484;129649.268;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.368918179794374, 48.867290396323135]}";48.8672903963,2.36891817979
15055;rn33019;6;Place;ADOLPHE MAX;#;57.833;1985;599488.527;131384.472;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.329549673759959, 48.882899057618495]}";48.8828990576,2.32954967376
15065;rn44110;10;Passage;GUENOT;#;48.148;1985;604047.258;127932.3;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.39167577173811, 48.85184139852017]}";48.8518413985,2.39167577174
15121;rn41024;#;Rue du;CHEVET;A l'angle de la rue Darboy_ Sur l'église Saint-Joseph;46.654;1985;602657.848;129822.564;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.372754613337027, 48.8688476486532]}";48.8688476487,2.37275461334
15131;rn61069;#;Rue;NUNGESSER ET COLI;Piscine Molitor_ Entre le boulevard d'Auteuil et l'avenue de la Porte Molitor;36.011;1994;593836.536;127190.638;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.252546384289108, 48.84515419093439]}";48.8451541909,2.25254638429
15160;rn41078;151;Rue;AMELOT;#;34.792;1985;602179.051;129443.791;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.366225855719452, 48.865443326505876]}";48.8654433265,2.36622585572
15187;rn45093;46;Avenue du;DOCTEUR ARNOLD NETTER;#;43.909;1984;605075.049;127053.423;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.405670468689252, 48.84393026590003]}";48.8439302659,2.40567046869
15189;rn13001;135;Rue;SAINT-MARTIN;#;36.105;1995;601088.961;128978.425;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35136602169999, 48.86126131372865]}";48.8612613137,2.3513660217
15213;rn79142;5;Rue des;PLATRIERES;Face au n°6 sur la maison des Amandiers;69.829;1988;603863.917;129713.078;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.389194194308241, 48.86785666096216]}";48.867856661,2.38919419431
15218;rn72107;189;Rue d';AUBERVILLIERS;Sur la porte n°17;52.479;1988;602451.09;132947.7;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.36995479128182, 48.89695207498139]}";48.896952075,2.36995479128
15254;rn67178;66;Rue;LA CONDAMINE;#;52.621;1993;598869.69;131657.689;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.321110783473198, 48.88535520937065]}";48.8853552094,2.32111078347
15266;rn61018;185;Avenue de;VERSAILLES;Sur l'école;37.914;1994;594663.195;126605.738;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.263817427272074, 48.83990208870935]}";48.8399020887,2.26381742727
15302;rn69253;192;Rue;CHAMPIONNET;Angle rue Vauvenargues;55.314;1988;599694.078;132651.808;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.332351383221598, 48.89429603078351]}";48.8942960308,2.33235138322
15343;rn73193;4;Place de;STALINGRAD;Entre les avenues Secretan et Jean Jaurès;52.248;2014;602492.58;131355.773;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.370511036575018, 48.882636106062236]}";48.8826361061,2.37051103658
15346;rn63167;#;Boulevard;LANNES;Sur la gare SNCF;46.867;1994;595523.935;130059.543;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.275505487937282, 48.87096819022814]}";48.8709681902,2.27550548794
15348;rn75315;21;Rue de;LORRAINE;Angle avenue Jean Jaurès;53.828;1992;603413.052;131729.75;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3830651097496203, 48.88599475507956]}";48.8859947551,2.38306510975
15374;rn61174;18;Rue;RIBERA;#;34.97;1994;595097.218;127870.277;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.269715038915188, 48.85127739830627]}";48.8512773983,2.26971503892
15375;rn73200;74;Avenue;JEAN JAURES;Face à la villa Rémy Belleau;51.951;1992;603021.11;131574.47;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.377719339357751, 48.88460041677242]}";48.8846004168,2.37771933936
15466;rn22067;52;Boulevard;SAINT-MICHEL;#;47.449;1981;600345.683;127541.194;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.341234418082339, 48.84833753199654]}";48.848337532,2.34123441808
15476;rn02066;#;Rue des;INNOCENTS;Angle place Marguerite de Navarre sur le pilier;36.225;1995;600749.749;128909.954;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.346742612785742, 48.86064608138029]}";48.8606460814,2.34674261279
15519;rn65052;12Bis;Avenue;MAC-MAHON;Près de la rue Troyon;48.231;1993;596939.832;130685.325;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.294802465151815, 48.876604406974344]}";48.876604407,2.29480246515
15536;rn64133;42;Rue;PAUL VALERY;#;55.88;1994;596448.44;130155.418;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.288107651726619, 48.87183643061589]}";48.8718364306,2.28810765173
15547;rn37038;111;Rue;LA FAYETTE;Angle rue Bossuet;47.214;1986;601155.737;130857.408;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.352281334312908, 48.87815841412834]}";48.8781584141,2.35228133431
15564;rn57055;152;Rue de la;CONVENTION;Angle rue Lecourbe;33.496;1984;596726.848;126521.633;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.291932628713419, 48.83916026972841]}";48.8391602697,2.29193262871
15571;rn52028;#;Rue de;CROULEBARBE;Face au n°13;42.701;1982;601140.508;125947.545;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.352060332585342, 48.834005288235424]}";48.8340052882,2.35206033259
15574;rn39062;#;Rue;RENE BOULANGER;Face au n°84 sur l'école internationale de mimodrame;37.593;1986;601495.66;129863.763;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.356912309598314, 48.869222077353584]}";48.8692220774,2.3569123096
15650;rn41048;1;Rue des;TROIS COURONNES;Près de la rue Saint-Maur;43.086;1985;602889.752;129683.786;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.375914852689627, 48.867598605016624]}";48.867598605,2.37591485269
15658;rn32061;41;Rue de;SAINT-PETERSBOURG;#;56.384;1982;599246.973;131362.065;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.326256025268343, 48.882697311179705]}";48.8826973112,2.32625602527
15668;rn33057;72;Rue;BLANCHE;Face à la rue Ballu;50.94;1985;599645.697;131231.703;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3316929001757343, 48.88152535366988]}";48.8815253537,2.33169290018
15674;rn16094;#;Quai d';ANJOU;Face au n°9_ Sur l'angle du mur du quai bas;30.368;1990;601705.792;127891.48;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35976864478009, 48.85148528646013]}";48.8514852865,2.35976864478
15694;rn59036;150;Rue du;THEATRE;Près de la rue de la Croix Nivert;35.483;1984;597131.111;127200.094;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.297435239679724, 48.84526352885061]}";48.8452635289,2.29743523968
15738;rn16085;#;Rue;POULLETIER;Face au n°6 sur l'église Saint-Louis en l'île;34.371;1990;601562.896;127839.838;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.357821231947477, 48.85102126324175]}";48.8510212632,2.35782123195
15761;rn74185;#;Boulevard;SERURIER;Face au candélabre XIX-1086_Sur le mur-bahut du boulevard Périphérique;58.404;1987;604269.292;132586.565;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.394749976470984, 48.89369451587523]}";48.8936945159,2.39474997647
15837;rn75595;62;Allée;DARIUS MILHAUD;#;56.855;1995;604057.13;131610.273;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.391846747108851, 48.88491640839846]}";48.8849164084,2.39184674711
15839;rn56026;183;Rue du;CHATEAU;Près de l'avenue du Maine;62.04;1982;599097.224;125866.437;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.324226837549505, 48.83327631400512]}";48.833276314,2.32422683755
15926;rn72125;#;Avenue de la;PORTE D'AUBERVILLIERS;Sur la bretelle de sortie du B.P. Porte d'Aubervilliers_ Sur l'école_ Face au candélabre XVIII-5015;45.447;1988;602344.631;133319.804;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.368504887713439, 48.900298730922486]}";48.9002987309,2.36850488771
15935;rn54013;#;Rue;EMILE FAGUET;Face à l'avenue Paul Appell;75.931;1982;599525.211;124495.447;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.330058524511562, 48.82094783229947]}";48.8209478323,2.33005852451
15962;rn94183;6;Avenue de;LIEGE;94-SAINT-MANDE_ Près de la chaussée de l'Etang_;50.69;1996;606103.869;127010.429;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.419687204332786, 48.843534300822256]}";48.8435343008,2.41968720433
15970;rn70166;84;Boulevard de;ROCHECHOUART;#;67.452;1988;600453.086;131372.189;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.342701833523103, 48.88278863697345]}";48.882788637,2.34270183352
15972;rn43192;15;Rue;GERBIER;Près de la rue de la Roquette;47.869;1985;603627.559;128715.122;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.385963496304651, 48.85888373816662]}";48.8588837382,2.3859634963
15991;rn32027;#;Place de;NARVIK;Angle 10 rue de Téhéran;41.073;1983;598265.315;130644.207;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.312873888731055, 48.876239813893974]}";48.8762398139,2.31287388873
16008;rn79078;104;Rue de la;REUNION;#;67.2;1988;604594.442;128603.288;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.399139733027606, 48.857871570616055]}";48.8578715706,2.39913973303
16009;rn68056;8;Rue;BERZELIUS;#;37.003;1993;598667.475;132435.238;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.318350737434297, 48.89234711065289]}";48.8923471107,2.31835073743
16040;rn77041;9;Rue des;COURONNES;#;58.222;1995;603308.901;129896.675;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3816300858783412, 48.86951094495262]}";48.869510945,2.38163008588
16056;rn46073;163;Avenue;DAUMESNIL;Près de la rue Elisa Lemonnier;42.52;1995;603895.914;126746.003;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.389602144641977, 48.841174313637346]}";48.8411743136,2.38960214464
16077;rn32103;64;Rue de;COURCELLES;#;46.91;1983;597798.011;130790.193;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.306502047883795, 48.877551137083834]}";48.8775511371,2.30650204788
16104;rn78166;#;Place;OCTAVE CHANUTE;Angle 28 rue du Capitaine Ferber sur le pan coupé;89.818;1988;605129.608;129549.771;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.40644514608003, 48.86637883100096]}";48.866378831,2.40644514608
16137;rn70519;#;Rue du;CALVAIRE;Côté pair au premier quart de la volée d'escaliers;114.791;1988;600287.465;131728.947;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.340443747286332, 48.8859969744313]}";48.8859969744,2.34044374729
16151;rn62069;#;Place;CHOPIN;A l'angle de la rue Alfred Bruneau_ Côté pair;56.222;1994;595697.548;128403.326;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.277889907671367, 48.85607548662525]}";48.8560754866,2.27788990767
16156;rn43210;9;Impasse;DELAUNAY;#;41.79;1985;603615.013;128325.67;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.385789073708979, 48.85538157011193]}";48.8553815701,2.38578907371
16179;rn75162;64;Rue de la;VILLETTE;#;100.436;1992;603778.904;130818.872;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.388045559619817, 48.87780131460621]}";48.8778013146,2.38804555962
16182;rn10009;148;Rue du;TEMPLE;#;34.213;1983;601661.978;129305.571;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.359177265925421, 48.8642019687787]}";48.8642019688,2.35917726593
16224;rn20056;#;Quai de;MONTEBELLO;Sur le pont Au Double_ En amont;35.512;1980;600877.024;127991.222;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.348475381290932, 48.85238398785101]}";48.8523839879,2.34847538129
16227;rn76195;#;#;PARC DES BUTTES CHAUMONT;Route circulaire du lac_Sous le pont des Suicidés menant au belvédère_Sur le rocher;59.668;1987;603393.0;131071.0;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.382786222398872, 48.88007089329689]}";48.8800708933,2.3827862224
16233;rn23060;141;Boulevard;RASPAIL;#;50.852;1982;599488.818;126922.635;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.32955964571555, 48.84277487953181]}";48.8427748795,2.32955964572
16265;rn61022;27;Avenue du;PARC DES PRINCES;A l'angle de la rue du Général Roques_ Sur l'école;39.084;1994;593999.135;126625.775;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.25477020274526, 48.84007613348703]}";48.8400761335,2.25477020275
16271;rn79044;6;Avenue;GAMBETTA;#;61.047;1988;603806.125;129175.18;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3884014163042773, 48.86301984158767]}";48.8630198416,2.3884014163
16355;rn45132;41;Rue de;TOUL;#;44.691;1984;604828.855;126702.316;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.402312002395697, 48.840774829627954]}";48.8407748296,2.4023120024
16368;rn78061;12;Rue des;LYANES;#;75.792;1988;605056.267;129209.123;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.405441229765489, 48.86331607599196]}";48.863316076,2.40544122977
16376;rn69470;63;Rue des;ABBESSES;Prés de la rue Tholoze;79.321;1988;599892.336;131692.398;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.335055672160705, 48.885668359667044]}";48.8856683597,2.33505567216
16385;rn65063;12;Avenue;CARNOT;Angle rue du Général Lanrezac;51.594;1993;596852.189;130587.815;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.2936083306108372, 48.87572707959782]}";48.8757270796,2.29360833061
16415;rn56077;48;Rue;RAYMOND LOSSERAND;#;65.171;1996;598744.52;126032.145;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.319421836361372, 48.83476586721825]}";48.8347658672,2.31942183636
16439;rn32112;6;Avenue;VAN DYCK;Sur le muret de clôture;45.407;1983;597780.381;130875.77;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.306261206363524, 48.87832064630053]}";48.8783206463,2.30626120636
16445;rn76147;5;Rue;GEORGES LARDENNOIS;#;73.175;1987;602865.105;130856.439;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.37558706235521, 48.87814409346098]}";48.8781440935,2.37558706236
16460;rn33110;#;Rue;MORLOT;Face au n°1 sur l'église de la Trinité;36.132;1985;599612.819;130738.444;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.331245120017681, 48.87708957837945]}";48.8770895784,2.33124512002
16462;rn75511;#;Rue;JEAN QUARRE;Face au n°4_Sur l'édicule en briques;113.741;1992;604351.515;130706.276;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.395851353294129, 48.876784974626105]}";48.8767849746,2.39585135329
21886;rn44018;3;Rue;CHANZY;#;36.043;1982;603338.369;128001.718;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.382016366672489, 48.8524699191621]}";48.8524699192,2.38201636667
21930;rn03027;8;Rue de l';ECHELLE;A gauche de la porte d'entrée;34.51;1982;599859.655;129295.328;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.334611064601723, 48.864112101423615]}";48.8641121014,2.3346110646
21978;rn58039;#;Boulevard;PASTEUR;Angle rue de Vaugirard sur le métropolitain;43.488;1984;598238.786;126948.35;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.312528554819966, 48.843003827926864]}";48.8430038279,2.31252855482
16489;rn68082;72;Rue;BERZELIUS;#;36.916;1993;598820.764;132747.226;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.320440360437348, 48.895153053667634]}";48.8951530537,2.32044036044
16514;rn69507;14;Rue;THOLOZE;#;85.738;1988;599923.855;131769.141;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.335485449777282, 48.88635849482949]}";48.8863584948,2.33548544978
22003;rn50185;62;Avenue de;CHOISY;Sur le mur du porche côté boulevard Massena;54.601;1995;601898.851;124752.201;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.362385025200812, 48.82325399171131]}";48.8232539917,2.3623850252
22008;rn50217;86;Rue;NATIONALE;#;53.12;1995;602197.589;125194.764;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.366455918760197, 48.827232848431805]}";48.8272328484,2.36645591876
22019;rn62106;#;Route des;LACS A PASSY;Sur la bretelle d'entrée du boulevard Périphérique intérieur_ Sur l'extrémité du mur de soutènement;50.502;1994;594545.415;128670.433;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.262184926323051, 48.858468337994445]}";48.858468338,2.26218492632
22025;rn69429;11;Rue;FAUVET;#;55.476;1988;599325.281;132065.302;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.327322552976653, 48.88902143675479]}";48.8890214368,2.32732255298
16561;rn35012;10Bis;Rue de;CHATEAUDUN;#;33.542;1985;600306.781;130609.604;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.34070639546358, 48.8759309915503]}";48.8759309916,2.34070639546
16590;rn53062;20;Rue;DELAMBRE;#;54.406;1982;599323.179;126798.179;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.327303125625088, 48.84165551968235]}";48.8416555197,2.32730312563
16592;rn11004;110;Rue;VIEILLE DU TEMPLE;Angle rue Debelleyme;36.804;1983;601952.77;128966.623;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.363139246973282, 48.861153037983115]}";48.861153038,2.36313924697
16601;rn25034;32;Rue du;BAC;#;33.009;1981;599344.002;128537.113;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.327583862472861, 48.857293334951144]}";48.857293335,2.32758386247
16606;rn67170;79;Rue;LEMERCIER;#;47.919;1993;598841.736;131977.703;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.320728658107294, 48.88823296342343]}";48.8882329634,2.32072865811
