OBJECTID;NUMERO;IMMEUBLE;DESIGNATION;DENOMINATION;COMPLEMENT;ALTITUDE;ANNEE;X;Y;TYP;geo_shape;geo_point_2d
20053;rn70398;11;Rue;ANDRE DEL SARTE;Face à la rue Feutrier sur l'école;74.701;1988;600728.6;131698.37;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.346459133147186, 48.88572163399363]}";48.885721634,2.34645913315
20062;rn71085;68;Rue des;POISSONNIERS;Angle rue Marcadet;53.669;1988;601103.293;132239.225;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3515699458639903, 48.890584846705046]}";48.8905848467,2.35156994586
20087;rn67117;#;Boulevard du;FORT DE VAUX;Côté pair_ A 30 mètres du pont SNCF;30.969;1993;597569.451;132575.758;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.303375015453974, 48.893607420313046]}";48.8936074203,2.30337501545
20100;rn55038;30;Rue;BEZOUT;#;63.518;1982;599509.621;125383.924;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.329845064650769, 48.82893766348543]}";48.8289376635,2.32984506465
20104;rn68024;56;Rue;DAVY;Face à la rue des Apennins;41.847;1993;599011.407;132371.249;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.323041448300639, 48.891772320761696]}";48.8917723208,2.3230414483
20108;rn61214;#;Quai;LOUIS BLERIOT;Face au n°44_ Sur le mur parapet;33.485;1994;595531.244;127534.537;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.275633136770778, 48.84826149342375]}";48.8482614934,2.27563313677
20116;rn43008;1;Passage de la;FOLIE-REGNAULT;Près de la rue de la Folie Regnault;51.474;1985;603650.407;128905.789;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.386276584816637, 48.86059822246254]}";48.8605982225,2.38627658482
20127;rn03007;3;Rue;LA VRILLIERE;Angle rue des Petits Champs;37.478;1982;600235.567;129506.033;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.339734953565705, 48.86600688640288]}";48.8660068864,2.33973495357
20131;rn33099;52;Rue;PIERRE FONTAINE;#;60.707;1985;599729.527;131438.127;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.332835770025421, 48.883381714923836]}";48.8833817149,2.33283577003
20134;rn75008;13;Avenue de la;PORTE CHAUMONT;Près du boulevard d'Indochine;58.764;1992;604363.042;131777.62;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.396019940588742, 48.88641921871116]}";48.8864192187,2.39601994059
20147;rn42068;4;Passage de;MENILMONTANT;Face à l'avenue Jean Aicard;51.21;1985;603319.915;129365.667;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.381775929026735, 48.864735664613086]}";48.8647356646,2.38177592903
20187;rn22058;#;Rue de;VAUGIRARD;Face au n°46 sur le Jardin du Luxembourg;40.897;1982;599848.764;127612.275;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.334463389191618, 48.84897682776227]}";48.8489768278,2.33446338919
20200;rn69516;3;Rue;DURANTIN;#;86.7;1988;600057.0;131650.0;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.337301059098655, 48.88528709047354]}";48.8852870905,2.3373010591
20205;rn80178;#;Rue des;DOCTEURS DEJERINE;Près de la rue Auguste Chapuis sur le groupe scolaire;65.656;1988;605511.776;128448.205;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.411639564147285, 48.85646943036106]}";48.8564694304,2.41163956415
20281;rn69371;94;Rue;LEIBNIZ;Face à la villa Belliard;48.962;1988;599469.221;132822.893;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.329284420761957, 48.89583440472151]}";48.8958344047,2.32928442076
20307;rn77177;32;Place;ALPHONSE ALLAIS;Sur l'école maternelle angle rue Francis Picabia;58.901;1995;603329.192;129984.244;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.381907399430018, 48.87029832108114]}";48.8702983211,2.38190739943
20356;rn56023;48;Rue;HIPPOLYTE MAINDRON;Sur l'école;62.556;1982;598830.179;125548.774;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.320590136692144, 48.83041920480362]}";48.8304192048,2.32059013669
20403;rn47073;#;Avenue de la;PORTE DE CHARENTON;A 100 mètres du boulevard Périphérique_ Sur le cimetière Valmy;49.892;1984;604695.454;125486.815;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.4004806275643142, 48.8298451774981]}";48.8298451775,2.40048062756
20452;rn18078;9;Rue de l';ESSAI;A l'angle de la rue Poliveau_ Sur le pan coupé;35.63;1986;601579.628;126601.317;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35804452466196, 48.839883518304184]}";48.8398835183,2.35804452466
20456;rn77164;196;Rue de;BELLEVILLE;Près de la rue du Soleil;110.698;1988;604252.569;130528.658;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.394500502942399, 48.87518839486709]}";48.8751883949,2.39450050294
20485;rn42043;17Bis;Avenue;PARMENTIER;Près de la rue Rochebrune;41.386;1982;603058.842;128894.815;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.378213880105414, 48.86050276909008]}";48.8605027691,2.37821388011
20505;rn76083;14;Rue;BOTZARIS;#;87.452;1992;603283.449;130711.872;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.38128965684774, 48.87684194188444]}";48.8768419419,2.38128965685
20512;rn61203;2;Avenue;EMILE BERGERAT;A l'angle de l'avenue du Recteur Poincaré_ Sur le pan coupé;38.077;1994;595265.555;128040.842;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.272006925855166, 48.852812570738344]}";48.8528125707,2.27200692586
20539;rn78180;#;Rue;DARCY;au milieu de la rue côté impair derrière le n°12 rue Haxo;105.106;1988;605053.467;129990.506;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.405412728346394, 48.87034287665634]}";48.8703428767,2.40541272835
20573;rn76225;8;Rue;CAVENDISH;#;63.644;1992;603238.975;131313.156;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.380688057986147, 48.88224937426443]}";48.8822493743,2.38068805799
20625;rn59060;12;Rue du;THEATRE;Angle du n°9 de la rue Robert de Flers;32.172;1995;596212.417;127735.143;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.284912879180464, 48.85007008772962]}";48.8500700877,2.28491287918
20629;rn37067;#;Place;FRANZ LISZT;Angle rue Fenelon;45.711;1986;601083.366;130863.904;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.351294635572692, 48.87821696372767]}";48.8782169637,2.35129463557
20643;rn26011;#;Place des;INVALIDES;Face à la rue de Constantine_ Près du square d'Ajaccio;34.76;1981;598370.45;128626.332;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.314315532697835, 48.85809385655449]}";48.8580938566,2.3143155327
20668;rn53018;#;Boulevard;ARAGO;Angle rue Messier sur la maison d'arrêt de la Santé;54.53;1982;600129.536;126000.303;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.338288851004607, 48.834480778297724]}";48.8344807783,2.338288851
20688;rn66082;86;Rue;CARDINET;#;44.971;1993;598032.959;131555.736;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.309701540541094, 48.88443627004082]}";48.88443627,2.30970154054
20696;rn43135;110;Rue de la;ROQUETTE;#;35.979;1985;603060.3;128488.828;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.378230726511378, 48.8568518239602]}";48.856851824,2.37823072651
20711;rn43095;32;Rue;POPINCOURT;Près de la rue Bréguet;34.906;1982;602929.806;128698.926;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.376453815218158, 48.85874181916275]}";48.8587418192,2.37645381522
20783;rn68038;41;Rue;SAUFFROY;#;39.484;1993;598923.82;132463.465;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.321846696433199, 48.892601449914494]}";48.8926014499,2.32184669643
20803;rn43022;1;Avenue;PARMENTIER;A l'angle de la place Léon Blum_ Sur la mairie du XIeme arrondissement;38.279;1982;603166.492;128681.52;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.379679427270471, 48.85858411536951]}";48.8585841154,2.37967942727
20813;rn55009;117;Boulevard;JOURDAN;Angle place du Vingt-Cinq-Août 1944;68.636;1981;599235.649;124695.848;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.326114741478856, 48.82274969675843]}";48.8227496968,2.32611474148
20827;rn62202;31;Rue;SCHEFFER;#;68.242;1994;596044.283;129010.621;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.282609274124169, 48.86153907789543]}";48.8615390779,2.28260927412
20829;rn61137;16;Rue;ABEL FERRY;A l'angle du boulevard Murat;35.806;1994;594423.548;126261.609;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.260557310884588, 48.836805289471044]}";48.8368052895,2.26055731088
20844;rn76238;1;Rue du;PLATEAU;Près de la rue des Alouettes;97.64;1992;603580.235;130831.868;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.385337015077949, 48.87791937644672]}";48.8779193764,2.38533701508
20869;rn69360;63;Rue;LAMARCK;#;78.844;1988;600095.007;132175.938;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.337819402688751, 48.890016715276374]}";48.8900167153,2.33781940269
20884;rn27032;20;Rue;DUROC;#;36.121;1983;598270.419;127468.69;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.312957277926727, 48.84768320247412]}";48.8476832025,2.31295727793
20885;rn16033;#;Quai de;BETHUNE;en amont du pont de la Tournelle face au n°36;36.284;1990;601436.725;127837.859;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.356101932697984, 48.851003775953615]}";48.851003776,2.3561019327
20895;rn80213;#;Rue de;TERRE NEUVE;Angle rue de Buzenval face au n°29;65.812;1988;604603.577;128268.206;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.399260459419372, 48.854858196539254]}";48.8548581965,2.39926045942
20903;rn69160;46;Rue;CAULAINCOURT;#;89.018;1988;599856.65;132041.776;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.334568897826102, 48.88881022182941]}";48.8888102218,2.33456889783
20909;rn63202;#;Allée de;LONGCHAMP;Près du lampadaire XVI-9119_ Sur une borne;39.509;1996;594497.398;130132.246;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.261510572331802, 48.871613631342264]}";48.8716136313,2.26151057233
20914;rn75268;10Bis;Rue;CAROLUS DURAN;#;103.837;1992;604741.539;130830.584;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.401170282762271, 48.877899960808286]}";48.8778999608,2.40117028276
20924;rn65177;218Bis;Boulevard;PEREIRE;#;39.497;1993;596269.896;130948.786;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.285666304595837, 48.8789699298042]}";48.8789699298,2.2856663046
20947;rn05027;15;Rue de la;PAIX;#;34.942;1983;599616.507;129896.548;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.331296270069378, 48.86951862005182]}";48.8695186201,2.33129627007
20970;rn69476;3;Rue;GERMAIN PILON;#;63.446;1988;599978.696;131399.573;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.336233334331489, 48.88303506537751]}";48.8830350654,2.33623333433
20981;rn69499;102Ter;Rue;LEPIC;#;112.567;1988;600094.591;131843.267;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.337813681718821, 48.88702508743501]}";48.8870250874,2.33781368172
20988;rn58041;64;Boulevard;PASTEUR;#;54.51;1984;598374.292;126670.623;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.314375891254015, 48.84050667226837]}";48.8405066723,2.31437589125
20990;rn09032;72;Rue de;TURBIGO;Angle passage Sainte-Elisabeth;34.559;1983;601764.904;129548.603;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.360581213204205, 48.86638720632882]}";48.8663872063,2.3605812132
21007;rn31028;43;Rue du;FAUBOURG SAINT-HONORE;#;32.566;1983;598660.744;129940.284;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.318267393043817, 48.86991059580459]}";48.8699105958,2.31826739304
21014;rn20004;24;Rue de la;HARPE;#;35.001;1981;600551.142;127940.498;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.344034501061651, 48.85192822044993]}";48.8519282204,2.34403450106
21050;rn66136;#;Boulevard de;REIMS;Face aux n°12 et 14_ Sur le parapet du boulevard Périphérique;34.035;1995;597257.331;132285.541;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.299120197170604, 48.890996259291384]}";48.8909962593,2.29912019717
21063;rn08036;4;Rue;ETIENNE MARCEL;#;35.115;1983;601033.056;129236.316;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.350604699311315, 48.86358055960175]}";48.8635805596,2.35060469931
21092;rn79200;#;Rue des;PRUNIERS;Face au n°18 entre la rue Fernand Léger et l'avenue Gambetta;71.223;1988;604006.095;129287.642;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3911281026074063, 48.86402991192296]}";48.8640299119,2.39112810261
21097;rn24015;18;Rue;SAINT-BENOIT;Face à la rue de l'Abbaye;34.602;1981;599729.584;128247.592;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.332838948989607, 48.85469003298797]}";48.854690033,2.33283894899
21122;rn35053;#;Boulevard des;ITALIENS;Angle boulevard Haussmann sur la bouche du métropolitain;34.971;1982;600187.895;130170.866;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.339085396370716, 48.87198557989618]}";48.8719855799,2.33908539637
21127;rn63068;43;Avenue du;MARECHAL FAYOLLE;Sur le mur de clôture;48.46;1994;595204.807;129765.276;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.271158584559902, 48.86831950476639]}";48.8683195048,2.27115858456
21136;rn76277;17;Rue de l';ATLAS;Face au passage de l'Atlas;65.518;1992;602910.396;130510.956;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.37620211655359, 48.87503703866784]}";48.8750370387,2.37620211655
21147;rn80225;76;Rue;ALEXANDRE DUMAS;#;60.85;1988;604419.788;128226.157;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.39675537764809, 48.854481410456266]}";48.8544814105,2.39675537765
21149;rn80177;4;Rue;MENDELSSOHN;Près du square Jules Cheret;63.723;1988;605463.984;128323.403;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.410986578887876, 48.85534754333723]}";48.8553475433,2.41098657889
21173;rn06020;13;Rue;RAMEAU;#;35.676;1983;600000.039;129720.144;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.336524501290462, 48.867932379451894]}";48.8679323795,2.33652450129
21194;rn71144;#;Boulevard de la;CHAPELLE;Face au n°124_sur le pilier du métropolitain;59.648;1988;600990.365;131489.58;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.350028120873473, 48.88384366933868]}";48.8838436693,2.35002812087
21204;rn12001;34;Rue de;TURBIGO;#;34.979;1983;601191.277;129351.012;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35276159912432, 48.864611704502316]}";48.8646117045,2.35276159912
21234;rn26050;33;Boulevard des;INVALIDES;#;38.058;1981;598408.793;127988.15;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.314840651342048, 48.852354947471895]}";48.8523549475,2.31484065134
21245;rn74020;#;Avenue de la;PORTE DE LA VILLETTE;Sur le pont SNCF;45.608;1984;603769.948;133240.184;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.387945755137972, 48.89957561943749]}";48.8995756194,2.38794575514
21256;rn45109;#;Rue;LASSON;Face au n°4_ Sur le mur-bahut;46.524;1984;605118.329;126974.965;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.406259164611228, 48.843224355589996]}";48.8432243556,2.40625916461
21265;rn65062;1Bis;Avenue;CARNOT;Angle rue de Tilsitt;55.464;1993;596851.068;130507.752;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.293593675312096, 48.875007087219934]}";48.8750070872,2.29359367531
21276;rn68175;66;Rue;POUCHET;#;43.672;1993;598924.45;132802.111;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.32185436174648, 48.89564681035932]}";48.8956468104,2.32185436175
21297;rn62246;#;Allée de;LONGCHAMP;A l'angle de la route de Sèvres à Neuilly_ Sur une borne;32.187;1996;592928.499;129279.616;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.240137737851977, 48.86393005240124]}";48.8639300524,2.24013773785
21323;rn70331;10;Rue du;MONT CENIS;#;126.418;1988;600366.838;131865.746;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3415262105275882, 48.88722713056403]}";48.8872271306,2.34152621053
21325;rn52037;5;Rue des;RECULETTES;#;51.108;1982;601131.491;125714.938;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.351936875690103, 48.83191353046156]}";48.8319135305,2.35193687569
21336;rn42121;7;Rue de l';ASILE POPINCOURT;Face au passage du Chemin Vert;35.282;1985;602793.003;128830.573;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.374590248222754, 48.859926324374584]}";48.8599263244,2.37459024822
21347;rn45137;104;Boulevard;PONIATOWSKI;#;41.414;1984;605101.774;126051.955;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.406022099739884, 48.83492410313645]}";48.8349241031,2.40602209974
21350;rn61210;#;Quai;LOUIS BLERIOT;Face au n°116_ Sur le mur parapet;32.223;1994;595189.896;126999.851;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.270988322804774, 48.84345061076852]}";48.8434506108,2.2709883228
21370;rn76030;34;Avenue;SIMON BOLIVAR;Face à la rue de l'Equerre;84.669;1992;603386.83;130514.718;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.382697499689031, 48.87506842419658]}";48.8750684242,2.38269749969
21400;rn77085;18;Rue;ETIENNE DOLET;#;55.772;1988;603511.324;129701.702;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.384387796825786, 48.867756477242445]}";48.8677564772,2.38438779683
21405;rn65250;1;Rue;EMILE ALLEZ;#;33.872;1993;596467.923;131437.196;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.288361980897219, 48.883363255772124]}";48.8833632558,2.2883619809
21416;rn75444;#;Rue;SIGMUND FREUD;Face au candélabre XIX-8169_Sur le mur de soutènement du boulevard Périphérique;70.171;1992;604671.256;131444.298;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.400219054972395, 48.8834194713015]}";48.8834194713,2.40021905497
21421;rn12009;4Bis;Rue aux;OURS;#;34.782;1983;601143.014;129196.033;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.352103331162593, 48.86321810935404]}";48.8632181094,2.35210333116
21434;rn93425;4;Rue du;CAPITAINE SOYER;93-LE PRE SAINT-GERVAIS;71.898;1992;604905.469;131336.457;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.403411384385193, 48.882447867545004]}";48.8824478675,2.40341138439
21437;rn80228;6;Rue de;BAGNOLET;#;59.158;1988;604314.89;128466.312;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.395328397653063, 48.85664180863898]}";48.8566418086,2.39532839765
21442;rn44022;184;Boulevard;VOLTAIRE;Près de la rue de Charonne;40.028;1982;603579.511;128231.005;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.385304431157585, 48.85453048046579]}";48.8545304805,2.38530443116
21444;rn62018;7;Rue;BEETHOVEN;Face à la rue Chardin;35.437;1994;596381.382;128666.879;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.287206888574933, 48.85844997756442]}";48.8584499776,2.28720688857
21462;rn56016;1;Rue;MAISON DIEU;Face à la rue Edouard Jacques;64.775;1995;598934.535;126164.321;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.322009908171364, 48.83595484917397]}";48.8359548492,2.32200990817
21468;rn75042;46;Rue de;CRIMEE;#;88.829;2014;603871.988;131041.48;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.389316774617722, 48.87980259232244]}";48.8798025923,2.38931677462
21475;rn04017;49;Rue;SAINT-ROCH;Face à la rue d'Argenteuil;35.197;1982;599743.063;129577.38;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.333021680940579, 48.86664848764174]}";48.8666484876,2.33302168094
21487;rn70029;135;Rue;ORDENER;#;60.016;1988;600294.865;132503.55;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.340545152455387, 48.892962783655676]}";48.8929627837,2.34054515246
21509;rn76001;97Bis;Rue de;CRIMEE;#;58.959;1995;603485.484;131532.899;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.384051137671033, 48.88422411699886]}";48.884224117,2.38405113767
21523;rn28016;38;Boulevard de;LA TOUR-MAUBOURG;Près de la rue Saint-Dominique;33.114;1983;598052.373;128811.734;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.309979674468944, 48.859760206974336]}";48.859760207,2.30997967447
21578;rn56134;12;Rue;CROCE-SPINELLI;#;63.69;1995;598551.825;126095.396;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3167966672523432, 48.83533424548385]}";48.8353342455,2.31679666725
21603;rn61319;#;Boulevard d';AUTEUIL;Face au n°25_ Sur le muret de clôture du stade Roland Garros;36.076;1996;593577.872;127290.308;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.24902047776026, 48.846047843198406]}";48.8460478432,2.24902047776
21666;rn79098;45;Rue;PELLEPORT;Près de la rue Belgrand;77.873;1988;604964.188;129313.677;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.404187458797373, 48.86425705061199]}";48.8642570506,2.4041874588
21668;rn76291;73;Rue;REBEVAL;A l'angle de la rue de l'Equerre_ Sur le pan coupé;75.342;1992;603289.339;130463.517;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.381367968086932, 48.874608516841974]}";48.8746085168,2.38136796809
21706;rn44125;#;Passage du;BUREAU;Près du passage Etienne Delaunay_ Sur l'école;54.592;1985;604158.689;128269.747;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.39319765859579, 48.85487522803611]}";48.854875228,2.3931976586
21710;rn11008;22;Rue des;COUTURES SAINT-GERVAIS;Angle rue Vieille du Temple;35.878;1983;601856.038;128889.573;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.361820496033956, 48.8604604469224]}";48.8604604469,2.36182049603
21763;rn72117;2;Rue de l';EVANGILE;#;54.054;1988;601818.533;132331.848;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.361324460980797, 48.89141607474408]}";48.8914160747,2.36132446098
21776;rn71113;6;Impasse du;CURE;#;57.783;1988;601652.833;132293.43;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.359064530776265, 48.891071060843736]}";48.8910710608,2.35906453078
21808;rn28045;17;Rue;CHEVERT;Face à la rue Bougainville;37.956;1983;597946.712;128337.314;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.308542053036803, 48.85549352534557]}";48.8554935253,2.30854205304
12173;rn18016;32;Boulevard;SAINT-MARCEL;#;39.691;1980;601634.562;126525.093;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.358792625446741, 48.83919791070685]}";48.8391979107,2.35879262545
12178;rn30004;85;Boulevard de;COURCELLES;#;43.216;1983;597282.332;130861.851;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.29947081591553, 48.878193480023846]}";48.87819348,2.29947081592
12211;rn70346;6;Boulevard;ORNANO;#;53.804;1988;600957.339;132396.35;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3495798509185493, 48.89199807863984]}";48.8919980786,2.34957985092
12222;rn77174;#;Rue de;PALI-KAO;Côté pair près du boulevard de Belleville;54.893;1995;603214.661;129912.259;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.380345551759394, 48.86965158906916]}";48.8696515891,2.38034555176
21829;rn70276;47;Rue;DUHESME;#;63.139;1988;600322.306;132417.694;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.340919337107008, 48.89219068764889]}";48.8921906876,2.34091933711
12263;rn77101;10;Rue;JOUYE-ROUVE;#;73.468;1995;603390.04;130272.865;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.382739262686769, 48.87289348362944]}";48.8728934836,2.38273926269
12264;rn51075;8;Rue;JONAS;Angle rue Samson sur le pan coupé;62.53;1982;601071.246;125354.028;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.35111533105509, 48.82866806866919]}";48.8286680687,2.35111533106
12266;rn12020;61;Rue des;ARCHIVES;#;35.983;1983;601648.999;129067.071;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.358999409628275, 48.862057233580316]}";48.8620572336,2.35899940963
12278;rn70187;8;Rue du;BAIGNEUR;#;72.109;1988;600595.952;132196.306;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3446510065193342, 48.89019959349968]}";48.8901995935,2.34465100652
12316;rn48011;52;Avenue;LEDRU-ROLLIN;#;34.372;1984;602610.182;127525.305;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.37209027935398, 48.84818918665497]}";48.8481891867,2.37209027935
12351;rn25046;77;Rue de;GRENELLE;Face a la Rue de Saint-Simon;35.061;1982;599033.501;128350.668;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.323352688333701, 48.85561627447035]}";48.8556162745,2.32335268833
12353;rn75358;8;Villa de;CRONSTADT;Sur le pilastre du mur de clôture;85.055;2014;603970.631;131189.139;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.390663161862607, 48.88112982217312]}";48.8811298222,2.39066316186
12359;rn66171;68;Avenue de;VILLIERS;#;41.455;1993;597723.771;131485.705;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.305485899493103, 48.88380543307162]}";48.8838054331,2.30548589949
12386;rn77105;66;Rue des;COURONNES;#;65.412;1995;603587.222;129967.577;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3854247092097243, 48.87014698472336]}";48.8701469847,2.38542470921
12393;rn14024;#;Rue;FRANCOIS MIRON;Face à l'église Saint-Gervais;35.731;1983;601308.204;128383.081;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3543523266198, 48.855907106556344]}";48.8559071066,2.35435232662
12407;rn29027;11;Avenue;MONTAIGNE;#;31.714;1983;597534.239;129447.388;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.3029140680819, 48.86547462785985]}";48.8654746279,2.30291406808
12427;rn58120;#;Boulevard de;VAUGIRARD;Près du n°23 et de la montée en escaliers de la Gare Montparnasse;53.148;1995;598696.372;126765.545;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.318763536226244, 48.8413610461201]}";48.8413610461,2.31876353623
12428;rn56008;54;Rue des;PLANTES;#;63.553;1982;598924.352;125338.06;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.32187344792028, 48.82852447977075]}";48.8285244798,2.32187344792
12458;rn78093;138;Avenue;GAMBETTA;#;115.395;1988;605042.141;130348.905;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.405262756583471, 48.87356596047168]}";48.8735659605,2.40526275658
12514;rn79253;4;Rue;LOUIS-NICOLAS CLERAMBAULT;#;60.796;1988;603786.871;129442.598;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.388141457362185, 48.86542478252957]}";48.8654247825,2.38814145736
12516;rn64046;1;Place d';IENA;#;47.099;1994;596897.555;129341.123;ENSERVICE;"{""type"": ""Point"", ""coordinates"": [2.29423646588672, 48.864516120848464]}";48.8645161208,2.29423646589
