,OBJECTID,NUMERO,IMMEUBLE,DESIGNATION,DENOMINATION,COMPLEMENT,ALTITUDE,ANNEE,X,Y,TYP,geo_shape,geo_point_2d,lat,long
4842,12873,rn16104,#,Quai d',ORLEANS,Face au n°42 sur le mur du quai bas,28.98,1990,601233.041,128002.66,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.353326881359113, 48.852486232965404]}","48.852486233,2.35332688136",48.852486233,2.35332688136
4843,12885,rn92336,#,Boulevard,ANATOLE FRANCE,92-BOULOGNE-BILLANCOURT_ A l'angle de l'allée de Longchamp_ Sur le pan coupé,30.803,1996,592516.9010000001,127834.08099999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.234554326620624, 48.85092582837349]}","48.8509258284,2.23455432662",48.8509258284,2.23455432662
4844,12896,rn62093,98,Rue du,RANELAGH,#,48.56,1994,594955.079,128422.287,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.267771237743982, 48.856240332253805]}","48.8562403323,2.26777123774",48.8562403323,2.26777123774
4845,12898,rn40068,#,Quai de,VALMY,Face à la place Raoul Follereau sur le mur de soutènement du canal Saint-Martin,41.26,2014,602045.84,130668.82800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.364416174192376, 48.87646023533602]}","48.8764602353,2.36441617419",48.8764602353,2.36441617419
4846,12901,rn06009,12,Rue de,GRAMONT,Angle rue du Quatre Septembre,35.209,1982,600024.189,129910.299,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.336853691526198, 48.86964239559702]}","48.8696423956,2.33685369153",48.8696423956,2.33685369153
4847,12946,rn70028,10,Rue des,CLOYS,#,61.721000000000004,1988,600329.559,132465.703,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.341018287610891, 48.89262241625178]}","48.8926224163,2.34101828761",48.8926224163,2.34101828761
4848,12953,rn27023,1,Place de,BRETEUIL,A l'angle de l'avenue de Breteuil,35.686,1983,598217.076,127470.978,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.312230428331647, 48.84770362652788]}","48.8477036265,2.31223042833",48.8477036265,2.31223042833
4849,12977,rn31010,96,Place,BEAUVAU,Face à l'avenue de Marigny,32.323,1983,598522.5210000001,130097.075,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.316382571088113, 48.87132026208001]}","48.8713202621,2.31638257109",48.8713202621,2.31638257109
4850,12986,rn41164,43,Boulevard de,BELLEVILLE,#,54.536,1985,603188.7320000001,129863.618,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.379991715181565, 48.86921430796057]}","48.869214308,2.37999171518",48.869214308,2.37999171518
4851,13034,rn53094,96,Boulevard du,MONTPARNASSE,#,51.615,2018,599319.7729999999,126900.698,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.327256542018078, 48.84257744345528]}","48.8425774435,2.32725654202",48.8425774435,2.32725654202
4852,13036,rn71091,57,Rue,STEPHENSON,#,55.303000000000004,1988,601412.861,132149.485,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.355791383661899, 48.88977720033142]}","48.8897772003,2.35579138366",48.8897772003,2.35579138366
4853,13043,rn73002,105Bis,Rue de l',OURCQ,Sur l'école,47.371,1987,602822.13,132572.057,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.375012925997137, 48.89357241531993]}","48.8935724153,2.375012926",48.8935724153,2.375012926
4854,13057,rn65035,24,Rue,PONCELET,Face à la rue Laugier,36.738,1993,597160.386,130997.54800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.297807223285374, 48.879413215527734]}","48.8794132155,2.29780722329",48.8794132155,2.29780722329
4855,13090,rn51047,#,Rue,GANDON,Sur le pont SNCF,54.75,1982,601789.124,124548.73,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.360889764660008, 48.821424559676984]}","48.8214245597,2.36088976466",48.8214245597,2.36088976466
4856,13141,rn23085,116,Rue de,VAUGIRARD,#,43.586000000000006,1982,598903.464,127233.159,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.321583663674067, 48.84556658255577]}","48.8455665826,2.32158366367",48.8455665826,2.32158366367
4857,13143,rn49004,#,Boulevard de l',HOPITAL,Face au boulevard Saint-Marcel sur le métropolitain,39.994,1980,601868.2579999999,126603.226,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.361976724530761, 48.839899873915854]}","48.8398998739,2.36197672453",48.8398998739,2.36197672453
4858,13160,rn33072,10,Rue de,LIEGE,#,45.693999999999996,1985,599386.6579999999,131030.186,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.328161213145535, 48.87971295914748]}","48.8797129591,2.32816121315",48.8797129591,2.32816121315
4859,13191,rn61246,#,Avenue,GEORGES LAFONT,Sur le bâtiment du stade Pierre de Coubertin,35.315,1994,594099.865,126162.308,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.256149287718916, 48.83590926950808]}","48.8359092695,2.25614928772",48.8359092695,2.25614928772
4860,13196,rn49028,160,Rue,JEANNE D'ARC,#,51.473,1982,601641.559,126279.39,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.358886977844862, 48.83698834896376]}","48.836988349,2.35888697784",48.836988349,2.35888697784
4861,13219,rn69159,1,Rue,STEINLEN,#,72.884,1988,599736.085,132008.467,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.332924772252641, 48.88851064405536]}","48.8885106441,2.33292477225",48.8885106441,2.33292477225
4862,13252,rn61059,42,Rue du,GENERAL DELESTRAINT,Face à la rue de Varize,38.231,1994,594194.644,126766.81199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.257431733262782, 48.84134632618836]}","48.8413463262,2.25743173326",48.8413463262,2.25743173326
4863,13253,rn76162,30,Rue,EDOUARD PAILLERON,Près de l'entrée de la piscine et patinoire,68.333,1992,602998.851,131144.297,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3774126741463553, 48.88073208864837]}","48.8807320886,2.37741267415",48.8807320886,2.37741267415
4864,13299,rn62201,#,Place du,TROCADERO ET DU ONZE NOVEMBRE,A l'angle de l'avenue Paul Doumier_ Sur le cimetière de Passy,60.725,1994,596332.07,129102.024,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.286530858980827, 48.8623628339024]}","48.8623628339,2.28653085898",48.8623628339,2.28653085898
4865,13314,rn69112,130,Boulevard de,CLICHY,#,63.125,1988,599442.01,131561.468,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.328915135676015, 48.88449069872047]}","48.8844906987,2.32891513568",48.8844906987,2.32891513568
4866,13321,rn23038,28,Rue du,CHERCHE-MIDI,Angle Place Alphonse Deville,36.957,1982,599355.798,127779.3,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.327745891304358, 48.85047852677359]}","48.8504785268,2.3277458913",48.8504785268,2.3277458913
4867,13373,rn73157,147,Rue de,CRIMEE,#,52.733000000000004,1987,603226.385,131875.721,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.380520817338518, 48.88730844605729]}","48.8873084461,2.38052081734",48.8873084461,2.38052081734
4868,13383,rn69468,32,Rue,GERMAIN PILON,Angle n°31 rue des Abbesses,83.04899999999999,1988,600050.0,131604.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.337205605290303, 48.88487342456899]}","48.8848734246,2.33720560529",48.8848734246,2.33720560529
4869,13418,rn38010,11,Rue d',ENGHIEN,#,36.374,1986,601157.887,130143.116,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3523086714552432, 48.87173496114236]}","48.8717349611,2.35230867146",48.8717349611,2.35230867146
4870,13435,rn59053,27,Boulevard de,GRENELLE,#,30.924,1995,596634.2629999999,128054.502,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.290658466749235, 48.852944468868664]}","48.8529444689,2.29065846675",48.8529444689,2.29065846675
4871,13441,rn49051,17,Rue,OUDRY,Face à la rue du Jura,47.586000000000006,1982,601438.491,126247.69,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.356120502988895, 48.83670378886972]}","48.8367037889,2.35612050299",48.8367037889,2.35612050299
4872,13482,rn53044,4,Rue,BOULARD,#,60.54600000000001,1982,599487.124,126029.371,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.329537769735981, 48.83474198392767]}","48.8347419839,2.32953776974",48.8347419839,2.32953776974
4873,13484,rn75238,24,Rue des,LILAS,#,109.931,2014,604411.469,131034.02,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.39667228691053, 48.8797318659081]}","48.8797318659,2.39667228691",48.8797318659,2.39667228691
4874,13496,rn70204,#,Boulevard,NEY,Côté pair face au n°43 rue Belliard à 10 mètres du candélabre XVIII-6252 sur le mur,49.489,1988,600720.348,133099.927,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.346348976064385, 48.898325498300395]}","48.8983254983,2.34634897606",48.8983254983,2.34634897606
4875,13505,rn65013,62,Rue,LAUGIER,Face à la rue Galvani,34.458,1993,596794.38,131487.671,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.292813005050562, 48.88381896212437]}","48.8838189621,2.29281300505",48.8838189621,2.29281300505
4876,13507,rn44103,13,Cité,VOLTAIRE,#,49.293,1985,603996.572,128043.823,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.390986166003934, 48.852844627678465]}","48.8528446277,2.390986166",48.8528446277,2.390986166
4877,13560,rn75124,#,Avenue de la,PORTE DU PRE SAINT-GERVAIS,Sur la culée nord du boulevard Périphérique_Côté banlieue,76.385,1992,604816.058,131270.634,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.402191463761642, 48.881856641451506]}","48.8818566415,2.40219146376",48.8818566415,2.40219146376
4878,13575,rn28093,#,Quai,BRANLY,Sur le pont d'Iéna,36.567,1982,596823.59,128779.594,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.293232734971172, 48.85946605192635]}","48.8594660519,2.29323273497",48.8594660519,2.29323273497
4879,13586,rn76303,18,Rue,LAUZIN,#,70.521,1992,603074.841,130607.854,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.378444765440343, 48.87590761533592]}","48.8759076153,2.37844476544",48.8759076153,2.37844476544
4880,13587,rn39001,19,Rue,BICHAT,Face à la rue Jacques Louvel Tessier,39.44,1986,602341.042,130034.985,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.368437255725571, 48.87075918805741]}","48.8707591881,2.36843725573",48.8707591881,2.36843725573
4881,13622,rn77021,56,Rue,OLIVIER METRA,Près de la rue Frédérick Lemaître,103.12799999999999,1988,604132.826,130469.645,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.392867413892871, 48.87465852384128]}","48.8746585238,2.39286741389",48.8746585238,2.39286741389
4882,13649,rn09012,#,Rue,SAINT-MARTIN,Angle rue Papin sur le square,34.096,1983,601292.937,129598.33099999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.354148033386302, 48.8668355753361]}","48.8668355753,2.35414803339",48.8668355753,2.35414803339
4883,13674,rn56210,92,Boulevard,BRUNE,#,66.26,1982,598535.3489999999,124948.96,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.316576455031004, 48.82502460365478]}","48.8250246037,2.31657645503",48.8250246037,2.31657645503
4884,13693,rn38005,34,Rue de,PARADIS,#,35.205,1986,601076.515,130541.775,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.351200401075296, 48.875320149607184]}","48.8753201496,2.35120040108",48.8753201496,2.35120040108
4885,13702,rn75351,6,Impasse,GRIMAUD,#,69.584,2014,603860.162,131280.415,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.38915778584195, 48.88195134886111]}","48.8819513489,2.38915778584",48.8819513489,2.38915778584
4886,13720,rn67132,#,Rue de,CHEROY,Face au n°1_ Sur le Théâtre des Arts,52.477,1993,598704.1070000001,131289.703,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.318854085058499, 48.88204567658142]}","48.8820456766,2.31885408506",48.8820456766,2.31885408506
4887,13779,rn45145,47,Rue de la,VOUTE,A l'angle du passage de la Voûte,45.143,1985,605284.939,127348.964,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.40853398108751, 48.846586225566995]}","48.8465862256,2.40853398109",48.8465862256,2.40853398109
4888,13806,rn39039,119Bis,Rue du,FAUBOURG SAINT-MARTIN,Sur l'église Saint-Laurent,38.56,1986,601625.507,130469.899,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.358684718041124, 48.87467257539324]}","48.8746725754,2.35868471804",48.8746725754,2.35868471804
4889,13809,rn70339,9,Rue,FRANCOEUR,#,75.089,1988,600357.712,132220.065,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.341402045833497, 48.890413439366064]}","48.8904134394,2.34140204583",48.8904134394,2.34140204583
4890,13829,rn53033,44,Rue,DAGUERRE,Face à la rue Danville,59.898,2013,599365.07,126018.694,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.327875140187073, 48.83464585518127]}","48.8346458552,2.32787514019",48.8346458552,2.32787514019
4891,13869,rn69304,29,Rue,JOSEPH DE MAISTRE,#,54.022,1988,599569.661,132373.172,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.330654835016303, 48.89179025296477]}","48.891790253,2.33065483502",48.891790253,2.33065483502
4892,13904,rn61117,52,Boulevard,MURAT,A l'angle de la rue Raffaelli,37.571999999999996,1994,594108.208,126976.77,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.256251060824573, 48.843233601055594]}","48.8432336011,2.25625106082",48.8432336011,2.25625106082
4893,13908,rn70016,9,Rue,BOINOD,#,51.403999999999996,1988,601007.504,132466.673,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.350264165969929, 48.892630395587084]}","48.8926303956,2.35026416597",48.8926303956,2.35026416597
4894,13984,rn43067,22,Rue de la,ROQUETTE,Près de la cour du Cantal,36.635,1982,602538.806,128171.74699999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.371121702125537, 48.85400277421076]}","48.8540027742,2.37112170213",48.8540027742,2.37112170213
4895,13985,rn79234,5,Rue,RAMUS,#,88.598,1988,604634.262,129036.398,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.399687328995435, 48.86176611980484]}","48.8617661198,2.399687329",48.8617661198,2.399687329
4896,13990,rn20016,9,Rue des,TROIS PORTES,#,33.992,1981,600858.8,127870.061,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.348226795807963, 48.85129444365345]}","48.8512944437,2.34822679581",48.8512944437,2.34822679581
4897,13997,rn15017,#,Place de la,BASTILLE,A l'angle du boulevard Bourdon_ Sur le parapet,38.541,1983,602328.821,127978.147,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.368259035513294, 48.85226261145731]}","48.8522626115,2.36825903551",48.8522626115,2.36825903551
4898,14056,rn69560,120,Boulevard,NEY,#,50.907,1988,600357.835,133071.078,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.341404400175865, 48.89806638776676]}","48.8980663878,2.34140440018",48.8980663878,2.34140440018
4899,14070,rn69017,8,Rue du,POLE NORD,#,57.544,1988,600158.185,132630.87099999998,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.338681123582976, 48.894107801359745]}","48.8941078014,2.33868112358",48.8941078014,2.33868112358
4900,14075,rn70481,5,Rue,CHAPPE,#,85.492,1988,600370.142,131550.543,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3415710055027033, 48.88439258679935]}","48.8843925868,2.3415710055",48.8843925868,2.3415710055
4901,14085,rn10026,12,Rue de,BRETAGNE,#,36.326,1983,601960.872,129131.349,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.363250453447549, 48.86263435141932]}","48.8626343514,2.36325045345",48.8626343514,2.36325045345
4902,14086,rn39049,11,Rue,JEAN POULMARCH,Sur le CES Louise Michel,35.741,2014,602023.3910000001,130179.98300000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3641077165382463, 48.87206424955629]}","48.8720642496,2.36410771654",48.8720642496,2.36410771654
4903,14161,rn66148,3,Rue,GEORGES BERGER,#,44.809,1993,598039.844,131164.47400000002,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.309797347925742, 48.88091776964906]}","48.8809177696,2.30979734793",48.8809177696,2.30979734793
4904,14196,rn55094,38,Avenue,JEAN MOULIN,#,65.189,1982,599024.7170000001,125100.088,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.323241063259307, 48.82638462490218]}","48.8263846249,2.32324106326",48.8263846249,2.32324106326
4905,14206,rn68023,40,Rue,DAVY,Face à la rue Lacroix,43.324,1993,599073.4010000001,132341.27599999998,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.323886985095044, 48.89150287645383]}","48.8915028765,2.3238869851",48.8915028765,2.3238869851
4906,14226,rn58016,245,Rue de,VAUGIRARD,Angle rue de la Procession,42.534,1984,597705.563,126686.463,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.305265162787533, 48.84064699068891]}","48.8406469907,2.30526516279",48.8406469907,2.30526516279
4907,14267,rn78223,64,Rue,IRENEE BLANC,#,96.57600000000001,1988,605259.716,129593.80900000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.408219198767895, 48.86677375745863]}","48.8667737575,2.40821919877",48.8667737575,2.40821919877
4908,14275,rn36003,45,Boulevard de,ROCHECHOUART,Sur le lycée Jacques Decour,66.986,1985,600484.032,131336.857,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.343123755070851, 48.882470881664695]}","48.8824708817,2.34312375507",48.8824708817,2.34312375507
4909,14298,rn92180,92,Boulevard,MAURICE BARRES,92-NEUILLY-SUR-SEINE_ Sur le muret de clôture,35.374,1996,594713.7729999999,131039.311,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.264448374392678, 48.87977254911483]}","48.8797725491,2.26444837439",48.8797725491,2.26444837439
4910,14310,rn01070,#,Place du,PONT NEUF,Au pied de l'escalier amenant au square du Vert Galant face à la rive gauche_,29.71,1990,600310.105,128519.918,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.340750297378681, 48.85713896899549]}","48.857138969,2.34075029738",48.857138969,2.34075029738
4911,14319,rn17066,#,Quai de la,TOURNELLE,Face au n°37,33.967,1980,601210.374,127804.129,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.353017421246117, 48.85070093914564]}","48.8507009391,2.35301742125",48.8507009391,2.35301742125
4912,14409,rn78181,#,Passage du,SURMELIN,Près du n°3,103.32799999999999,1988,605065.308,129936.94,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.405573481347339, 48.869861074614306]}","48.8698610746,2.40557348135",48.8698610746,2.40557348135
4913,14410,rn03026,177,Rue,SAINT-HONORE,#,34.083,1982,599771.532,129299.90800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.333409921317994, 48.864153262595934]}","48.8641532626,2.33340992132",48.8641532626,2.33340992132
4914,14437,rn23052,29,Rue,SAINT-PLACIDE,#,38.55,1982,599197.384,127604.228,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.325587616428853, 48.84890396337429]}","48.8489039634,2.32558761643",48.8489039634,2.32558761643
4915,14472,rn32024,14,Avenue de,MESSINE,#,39.866,1983,598357.706,130621.07199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.314133605425071, 48.87603201956512]}","48.8760320196,2.31413360543",48.8760320196,2.31413360543
4916,14540,rn80230,3,Rue,AUGER,#,54.244,1988,604596.625,127839.606,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.399160905674008, 48.85100395895154]}","48.851003959,2.39916090567",48.851003959,2.39916090567
4917,14556,rn05014,43,Avenue de l',OPERA,#,34.278,1983,599719.061,129866.478,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.33269428458455, 48.869248262883005]}","48.8692482629,2.33269428458",48.8692482629,2.33269428458
4918,14597,rn63061,#,Boulevard,MAILLOT,Sur le mur de la bretelle de sortie_ Face au restaurant l'Orée du Bois,38.985,1994,595815.288,130785.084,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.279469716342795, 48.87749486030484]}","48.8774948603,2.27946971634",48.8774948603,2.27946971634
4919,14625,rn37004,#,Boulevard de la,CHAPELLE,Près de la rue du Faubourg Saint-Denis sur le métropolitain,55.074,1986,601648.088,131547.28699999998,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.358996852479668, 48.88436119572129]}","48.8843611957,2.35899685248",48.8843611957,2.35899685248
4920,14626,rn72102,42Bis,Rue,MARX DORMOY,#,51.162,1988,601715.0079999999,131879.092,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3599107366223713, 48.887344851749305]}","48.8873448517,2.35991073662",48.8873448517,2.35991073662
4921,14646,rn64173,18,Rue,GEORGES BIZET,#,49.36600000000001,1994,597134.765,129679.823,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.297467314209927, 48.86756312307384]}","48.8675631231,2.29746731421",48.8675631231,2.29746731421
4922,14651,rn80266,61,Cours de,VINCENNES,Entre la rue Félix Huguenet et le square Got,51.007,1988,605034.298,127499.974,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.405120745378883, 48.84794631782186]}","48.8479463178,2.40512074538",48.8479463178,2.40512074538
4923,14652,rn01021,19,Avenue,VICTORIA,#,35.986999999999995,1982,600716.295,128612.942,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.346286158869363, 48.85797516752995]}","48.8579751675,2.34628615887",48.8579751675,2.34628615887
4924,14654,rn75574,275,Rue de,BELLEVILLE,#,119.12299999999999,1992,604696.29,130599.119,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.400550696317923, 48.87581880065195]}","48.8758188007,2.40055069632",48.8758188007,2.40055069632
4925,14679,rn44049,19,Rue des,BOULETS,Près de la rue de Montreuil,45.33,1985,603970.951,127761.433,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.390634286082495, 48.85030533317768]}","48.8503053332,2.39063428608",48.8503053332,2.39063428608
4926,14700,rn37021,23,Rue,PHILIPPE DE GIRARD,#,54.858999999999995,1985,601832.1379999999,131433.532,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.361506022508102, 48.88333770287122]}","48.8833377029,2.36150602251",48.8833377029,2.36150602251
4927,14703,rn20017,57,Rue,SAINT-JACQUES,#,38.772,1980,600653.313,127766.617,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.345426514997977, 48.85036445180308]}","48.8503644518,2.345426515",48.8503644518,2.345426515
4928,14704,rn11001,11,Rue de,POITOU,Angle rue Vieille du Temple,36.409,1983,601993.55,128995.151,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.363695194261803, 48.86140945173993]}","48.8614094517,2.36369519426",48.8614094517,2.36369519426
4929,14727,rn75506,28Bis,Rue des,BOIS,#,108.57,1992,604572.3489999999,130877.558,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.398864063541046, 48.87832366531766]}","48.8783236653,2.39886406354",48.8783236653,2.39886406354
4930,14733,rn73001,13,Rue,LABOIS-ROUILLON,#,49.173,1987,602598.954,132574.184,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.371969187465644, 48.893592529612235]}","48.8935925296,2.37196918747",48.8935925296,2.37196918747
4931,14740,rn32038,14,Rue de,VEZELAY,#,43.513999999999996,1983,598359.668,130887.70800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.314159253062212, 48.87842981615653]}","48.8784298162,2.31415925306",48.8784298162,2.31415925306
4932,14747,rn80186,#,Place de la,PORTE DE MONTREUIL,Sur le rond point face à l'avenue de la Porte de Montreuil,61.089,1988,605629.437,128169.476,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.413239225036046, 48.853961829812775]}","48.8539618298,2.41323922504",48.8539618298,2.41323922504
4933,14772,rn42001,160,Rue,OBERKAMPF,#,51.736000000000004,1985,603366.103,129596.17300000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.382407383805833, 48.86680829575042]}","48.8668082958,2.38240738381",48.8668082958,2.38240738381
4934,14780,rn32093,12,Rue,PORTALIS,#,40.996,1983,598770.629,130787.758,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.319762689681779, 48.877531946461936]}","48.8775319465,2.31976268968",48.8775319465,2.31976268968
4935,14789,rn94064,2,Avenue de,GRAVELLE,94-CHARENTON-LE-PONT_,50.934,1984,604828.304,125446.513,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.402289682955173, 48.82948172554052]}","48.8294817255,2.40228968296",48.8294817255,2.40228968296
4936,14797,rn76278,5,Rue de l',ATLAS,#,61.85,1992,602881.879,130443.22,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.375812861551194, 48.874428039909475]}","48.8744280399,2.37581286155",48.8744280399,2.37581286155
4937,14810,rn70215,82,Rue,DOUDEAUVILLE,#,63.646,1988,601033.223,131993.376,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.35061375847147, 48.888374110236974]}","48.8883741102,2.35061375847",48.8883741102,2.35061375847
4938,14839,rn73009,12,Rue de,THIONVILLE,Face à la rue Evette,55.225,1987,603293.429,131984.506,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.381435945678973, 48.88828636616016]}","48.8882863662,2.38143594568",48.8882863662,2.38143594568
4939,14867,rn57005,#,Rue,JEAN SICARD,Angle avenue Albert Bartholomé sur le square,66.36399999999999,1984,597197.428,125295.538,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.298352118063684, 48.8281366531196]}","48.8281366531,2.29835211806",48.8281366531,2.29835211806
4940,14898,rn78036,8,Rue,PIERRE FONCIN,Angle rue des Fougères sur l'école,113.072,1988,605427.709,130103.53,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.410515884908326, 48.87135609330609]}","48.8713560933,2.41051588491",48.8713560933,2.41051588491
4941,14901,rn25020,21,Rue,VANEAU,#,36.786,1982,598739.4789999999,128078.105,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.319346641208496, 48.853164654012666]}","48.853164654,2.31934664121",48.853164654,2.31934664121
4942,14904,rn28015,58Bis,Boulevard de,LA TOUR-MAUBOURG,A l'angle de la rue de Grenelle,34.626999999999995,1983,598040.464,128613.68800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.309818338904004, 48.85797919176798]}","48.8579791918,2.3098183389",48.8579791918,2.3098183389
4943,14931,rn70273,2,Rue,NOBEL,#,83.76299999999999,1988,600370.525,132174.149,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3415767449344322, 48.89000052004046]}","48.89000052,2.34157674493",48.89000052,2.34157674493
4944,14946,rn46256,#,Allée,VIVALDI,A l'angle de la rue Hénard sur la piscine Reuilly,44.644,1995,603872.221,126843.266,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.389280269981885, 48.84204912492155]}","48.8420491249,2.38928026998",48.8420491249,2.38928026998
4945,14967,rn69010,120,Rue,CHAMPIONNET,Près de la rue Vincent-Compoint,53.515,1988,600141.789,132794.218,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.338457549591698, 48.89557674454377]}","48.8955767445,2.33845754959",48.8955767445,2.33845754959
4946,14969,rn74127,140,Avenue de,FLANDRE,Face au n°157_sur le garage,47.489,1996,603242.41,132552.56699999998,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.380744697513437, 48.893395067829125]}","48.8933950678,2.38074469751",48.8933950678,2.38074469751
