,nodeid,latitude,longitude
4343,94153948,48.8739244,2.3853197
4344,94153952,48.87347,2.3830154
4345,94153953,48.8733922,2.3825972
4346,94156557,48.8757869,2.3565051
4347,94156558,48.874164,2.3552614
4348,94156677,48.8743607,2.3553833
4349,94157217,48.8747743,2.3534685
4350,94157219,48.8753256,2.3509072
4351,94157754,48.8758417,2.3471601
4352,94157756,48.8758898,2.3463729
4353,94157757,48.8759401,2.3455501
4354,94157762,48.875826,2.3436827
4355,94158188,48.8740226,2.3479115
4356,94158189,48.8724568,2.3479039
4357,94158190,48.8720024,2.3479005
4358,94158481,48.8726897,2.3431257
4359,94158482,48.8724279,2.3449412
4360,94158483,48.8722544,2.3460936
4361,94158484,48.8721683,2.3467084
4362,94158854,48.8730686,2.3468458
4363,94158855,48.8740269,2.3469919
4364,94159195,48.8730775,2.3430485
4365,94159196,48.8730801,2.3446506
4366,94159197,48.8730722,2.3450949
4367,94159199,48.8730563,2.3479068
4368,94159488,48.8740339,2.3453239
4369,94159491,48.8763077,2.3455815
4370,94160057,48.8760313,2.3445179
4371,94160265,48.8740367,2.3442656
4372,94161165,48.8733866,2.3526565
4373,94161169,48.8738168,2.3505169
4374,94161171,48.8740828,2.3407231
4375,94161172,48.8741082,2.339759
4376,94161173,48.8741273,2.3391093
4377,94161174,48.8741531,2.3380849
4378,94161176,48.8741786,2.3374948
4379,94163101,48.878044,2.3564686
4380,94164234,48.8776293,2.3515582
4381,94164238,48.8771009,2.351403
4382,94164241,48.8721309,2.350047
4383,94164242,48.871625,2.3499058
4384,94164243,48.8703465,2.3495659
4385,94164591,48.8715698,2.3536286
4386,94165147,48.8771909,2.3489767
4387,94165414,48.8796827,2.3495234
4388,94165420,48.8774234,2.3491
4389,94165798,48.8785497,2.3505446
4390,94166145,48.8801114,2.3509646
4391,94166149,48.8814567,2.3514274
4392,94166338,48.8794977,2.3508043
4393,94166339,48.8793874,2.3516223
4394,94166342,48.879509,2.3520644
4395,94166688,48.8819204,2.3527269
4396,94166717,48.8819741,2.3509635
4397,94166879,48.8820917,2.3512695
4398,94166880,48.881797,2.3542787
4399,94167365,48.8840521,2.3554761
4400,94167629,48.8792933,2.352422
4401,94167630,48.8792792,2.353378
4402,94168021,48.8773293,2.3551303
4403,94168165,48.8773529,2.3496039
4404,94168454,48.8765952,2.3561613
4405,94169400,48.8774262,2.3468817
4406,94169547,48.876566,2.3465822
4407,94169695,48.8766355,2.34868
4408,94169980,48.8765541,2.3413019
4409,94169982,48.8765218,2.3424726
4410,94169988,48.8765886,2.3460715
4411,94170757,48.8767471,2.3472774
4412,94170852,48.8771176,2.3457401
4413,94170853,48.8773422,2.3446543
4414,94171402,48.8783464,2.3450231
4415,94171698,48.8740453,2.3423567
4416,94172429,48.8767661,2.3392078
4417,94172432,48.8760249,2.3401642
4418,94172434,48.8758569,2.3403415
4419,94172435,48.8751066,2.3410036
4420,94172436,48.8747698,2.3413623
4421,94173046,48.8732672,2.3405438
4422,94173047,48.8728447,2.3404604
4423,94173210,48.8734045,2.3378058
4424,94173211,48.8732202,2.3387247
4425,94173212,48.873048,2.3394983
4426,94173259,48.8721203,2.3392101
4427,94173335,48.8747843,2.3397888
4428,94173545,48.8759635,2.3387535
4429,94173548,48.8743622,2.3381599
4430,94173550,48.8751048,2.3384418
4431,94173692,48.8752609,2.3322934
4432,94173694,48.8764552,2.3317833
4433,94173781,48.8752075,2.3352039
4434,94173784,48.8750592,2.3395142
4435,94173785,48.8750078,2.3406353
4436,94174398,48.8765397,2.3309578
4437,94174697,48.8767059,2.3323466
4438,94174699,48.8769184,2.3342067
4439,94174700,48.8768237,2.3354483
4440,94174702,48.8767076,2.3370849
4441,94174704,48.8768165,2.338754
4442,94174914,48.8790016,2.3368475
4443,94174915,48.8784672,2.3374776
4444,94175164,48.8776955,2.3373551
4445,94175166,48.8751492,2.3371452
4446,94175315,48.8763633,2.3324618
4447,94176325,48.8777951,2.3319425
4448,94176330,48.8806481,2.3314538
4449,94176331,48.8812084,2.3315628
4450,94176332,48.8821553,2.3318103
4451,94177741,48.8823438,2.3369571
4452,94177943,48.8820962,2.3369708
4453,94177951,48.8824383,2.3379158
4454,94177954,48.8839421,2.3391239
4455,94178123,48.8836974,2.3397206
4456,94178357,48.8807224,2.3402436
4457,94178681,48.8811934,2.3424989
4458,94178683,48.881594,2.3447579
4459,94179673,48.8797655,2.3455896
4460,94179676,48.8793566,2.345762
4461,94179906,48.8808844,2.3464352
4462,94179907,48.8801694,2.3462491
4463,94181022,48.8782363,2.3543147
4464,94181096,48.8782082,2.3555521
4465,94181306,48.8789766,2.3557579
4466,94181307,48.8797605,2.356037
4467,94181728,48.8812671,2.3581003
4468,94181730,48.8828527,2.3590344
4469,94181731,48.8842935,2.3593856
4470,94182333,48.8836131,2.3605267
4471,94182913,48.8829399,2.3593471
4472,94182914,48.8841431,2.3615417
4473,94182999,48.8830614,2.3615538
4474,94184172,48.8842858,2.3615176
4475,94184179,48.8901818,2.3601966
4476,94184450,48.8868315,2.3596837
4477,94184713,48.8867695,2.3609808
4478,94184716,48.8848699,2.3674155
4479,94185760,48.8855527,2.3657973
4480,94185764,48.8844689,2.3647795
4481,94185770,48.8863999,2.3665488
4482,94185774,48.8873252,2.3670592
4483,94186411,48.8892514,2.3713185
4484,94187779,48.8857877,2.3709501
4485,94187780,48.8883711,2.3741078
4486,94187782,48.8905562,2.3768534
4487,94187785,48.8930427,2.380072
4488,94187786,48.8943154,2.3817076
4489,94188138,48.8944376,2.3814641
4490,94188710,48.884378,2.369196
4491,94189165,48.8853232,2.3718384
4492,94189169,48.8879985,2.3772367
4493,94190864,48.8827826,2.3756074
4494,94191162,48.8825751,2.3803197
4495,94191164,48.8825305,2.3817129
4496,94191592,48.882249,2.3819455
4497,94191744,48.8832435,2.3810931
4498,94191905,48.8835316,2.3820058
4499,94192767,48.8784075,2.374236
4500,94192768,48.8785399,2.3754218
4501,94193348,48.8801511,2.3757002
4502,94193350,48.8812442,2.373232
4503,94193351,48.8825145,2.3703614
4504,94196265,48.8796393,2.3743747
4505,94196267,48.8778478,2.3740809
4506,94196276,48.876424,2.3768602
4507,94196430,48.8752511,2.3786694
4508,94196587,48.8746465,2.3789183
4509,94196984,48.8746813,2.3811094
4510,94197384,48.8747658,2.3795742
4511,94197641,48.8753852,2.3764198
4512,94199167,48.8731658,2.3614744
4513,94199168,48.8745164,2.3628707
4514,94199676,48.875227,2.3594308
4515,94200177,48.8770452,2.3638695
4516,94200621,48.8767977,2.3629156
4517,94200623,48.8769886,2.362345
4518,94200928,48.8755638,2.356711
4519,94201158,48.8754812,2.3578404
4520,94201292,48.8762777,2.3574369
4521,94201517,48.8778908,2.3582855
4522,94201521,48.8797433,2.3586957
4523,94201600,48.8784749,2.35667
4524,94201757,48.878365,2.358432
4525,94202286,48.8806867,2.3602953
4526,94205088,48.8807111,2.3477568
4527,94205089,48.8804647,2.3498007
4528,94206073,48.8831462,2.3469109
4529,94206128,48.8824485,2.3467249
4530,94206274,48.8823973,2.3496702
4531,94206449,48.8795636,2.3474182
4532,94206882,48.8799696,2.3475398
4533,94207053,48.8778821,2.3468364
4534,94207230,48.8790148,2.3472831
4535,94208275,48.8828044,2.3320731
4536,94208278,48.8801848,2.343747
4537,94208279,48.8802409,2.3429271
4538,94208286,48.8832947,2.3304302
4539,94208287,48.883379,2.3301366
4540,94208290,48.8838717,2.3285532
4541,94208583,48.881798,2.3282293
4542,94208711,48.8828617,2.3298209
4543,94209002,48.8809008,2.3377552
4544,94209095,48.8800189,2.337325
4545,94209398,48.8821363,2.3337329
4546,94209400,48.8804359,2.3350485
4547,94209706,48.881986,2.3371874
4548,94209853,48.8812039,2.3361418
4549,94209855,48.8795151,2.3337825
4550,94209968,48.8778564,2.3319307
4551,94210316,48.8816542,2.345051
4552,94210394,48.882794,2.3445279
4553,94210795,48.8823523,2.3456943
4554,94210933,48.876998,2.3422049
4555,94211139,48.8773123,2.342281
4556,94211142,48.8792364,2.3432076
4557,94211143,48.8815261,2.3444276
4558,94211386,48.8786107,2.3459042
4559,94211772,48.8787586,2.3453181
4560,94211776,48.8796943,2.3412226
4561,94211777,48.8799425,2.340254
4562,94211916,48.8804114,2.3403964
4563,94212484,48.878438,2.3396892
4564,94212488,48.8767109,2.3393525
4565,94212490,48.8759456,2.3390528
4566,94213033,48.8823063,2.341981
4567,94213173,48.8808512,2.3407368
4568,94213175,48.8812967,2.3409525
4569,94213176,48.881821,2.3412496
4570,94213177,48.8821422,2.3411203
4571,94213224,48.881145,2.3408732
4572,94213335,48.8819989,2.3404022
4573,94213424,48.8819842,2.342148
4574,94213531,48.881564,2.3423292
4575,94213772,48.8766649,2.3394591
4576,94213931,48.8765875,2.3404174
4577,94214154,48.8770989,2.3405776
4578,94214157,48.8782002,2.3410555
4579,94214158,48.8787777,2.3413374
4580,94214160,48.8793363,2.3427941
4581,94214602,48.8777882,2.339506
4582,94214726,48.8775799,2.3407696
4583,94214786,48.8773066,2.3393668
4584,94214881,48.8768627,2.3419239
4585,94215152,48.8752974,2.3417093
4586,94215153,48.8757494,2.3419968
4587,94216326,48.8797259,2.3328421
4588,94216327,48.8793032,2.334793
4589,94216328,48.8788344,2.3370284
4590,94216674,48.8777336,2.3342904
4591,94216675,48.8786543,2.3345307
4592,94216677,48.8802489,2.3353167
4593,94216678,48.8809098,2.3357285
4594,94216885,48.8808323,2.3332561
4595,94217111,48.8803849,2.3330875
4596,94217441,48.8824053,2.3279534
4597,94217565,48.8815157,2.3316193
4598,94217728,48.8798785,2.3291229
4599,94218002,48.8796808,2.3292007
4600,94218583,48.880536,2.3288111
4601,94218636,48.8787234,2.326981
4602,94218701,48.8789831,2.3295871
4603,94218952,48.878145,2.3301261
4604,94219427,48.8726771,2.3352317
4605,94219781,48.8736231,2.3353155
4606,94219782,48.8742376,2.3353021
4607,94219783,48.876175,2.3353568
4608,94219784,48.8782677,2.3356713
4609,94220085,48.8793907,2.3399969
4610,94220106,48.8793832,2.3370294
4611,94220177,48.878916,2.3398288
4612,94220218,48.8791179,2.3369039
4613,94220416,48.8779358,2.3380239
4614,94220945,48.8827072,2.3278047
4615,94220948,48.8830326,2.3293138
4616,94221134,48.8834547,2.3298876
4617,94223221,48.8887405,2.3355561
4618,94223839,48.8895024,2.3357534
4619,94225409,48.8861561,2.3342877
4620,94225411,48.8871187,2.333912
4621,94225412,48.887429,2.3341357
4622,94225415,48.8875318,2.3352648
4623,94225418,48.8872626,2.3372233
4624,94225825,48.8876471,2.3374922
4625,94225869,48.8857673,2.3349883
4626,94225980,48.8865913,2.3355974
4627,94226429,48.8862293,2.3363382
4628,94226431,48.8860329,2.3367672
4629,94226433,48.8855433,2.3384922
4630,94226435,48.8849627,2.3404725
4631,94226441,48.8834366,2.3417377
4632,94226442,48.8825648,2.3419024
4633,94226478,48.8835737,2.3397225
4634,94226653,48.8828591,2.3361773
4635,94226785,48.8843542,2.3369523
4636,94226787,48.8849759,2.3371971
4637,94226992,48.8850836,2.3375686
4638,94226995,48.8856862,2.3379834
4639,94227239,48.8839931,2.3414489
4640,94227304,48.884988,2.3418258
4641,94227584,48.8843649,2.343297
4642,94227585,48.8844081,2.344034
4643,94227587,48.8844494,2.3448289
4644,94227588,48.8841729,2.3459533
4645,94227589,48.8838021,2.3470155
4646,94227785,48.8858003,2.3449978
4647,94227787,48.8864172,2.3450919
4648,94229703,48.8872895,2.3434132
4649,94229707,48.8870079,2.342512
4650,94230474,48.8873976,2.3441442
4651,94230475,48.8875312,2.3445384
4652,94230668,48.8884156,2.3434891
4653,94230746,48.8883192,2.3420461
4654,94230913,48.8889254,2.3438034
4655,94230933,48.8893635,2.3444967
4656,94231213,48.8885782,2.3449206
4657,94231216,48.8881263,2.3460384
4658,94231217,48.8882462,2.3468809
4659,94231342,48.8887533,2.3456964
4660,94231344,48.8888834,2.3462529
4661,94231703,48.8857068,2.3474194
4662,94232105,48.885043,2.3472727
4663,94232177,48.8848127,2.3448788
4664,94232268,48.8846086,2.3471784
4665,94232556,48.8867056,2.3465964
4666,94232729,48.8864874,2.3450755
4667,94232733,48.8857671,2.3464655
4668,94233052,48.8855198,2.3495235
4669,94233332,48.8865523,2.3495414
4670,94233334,48.8871051,2.3534442
4671,94233335,48.8873371,2.3563378
4672,94233597,48.8844655,2.3494898
4673,94233621,48.8837149,2.3482456
4674,94233688,48.8846419,2.3488106
4675,94233976,48.8832312,2.3453054
4676,94234062,48.8837508,2.3435677
4677,94234063,48.882956,2.3438555
4678,94234180,48.883925,2.3445559
4679,94234848,48.8841319,2.3386563
4680,94234854,48.8846989,2.3404001
4681,94234857,48.8853609,2.3405587
4682,94234858,48.8857602,2.3406728
4683,94235042,48.8843095,2.3387275
4684,94235479,48.885954,2.3385431
4685,94235482,48.8848727,2.3422512
4686,94236058,48.8862813,2.3388544
4687,94236061,48.8852944,2.3422301
4688,94236322,48.8853895,2.3343366
4689,94236658,48.8855201,2.3358358
4690,94236920,48.8848705,2.335707
4691,94237023,48.8854222,2.3361291
4692,94237045,48.8851276,2.335035
4693,94237136,48.8856283,2.3354525
4694,94237223,48.8834263,2.334286
4695,94237705,48.8841625,2.3339205
4696,94237931,48.8840904,2.3308184
4697,94239462,48.8883551,2.3495726
4698,94239467,48.8890557,2.3599588
4699,94239628,48.8882977,2.3514657
4700,94239633,48.8875461,2.3500237
4701,94239963,48.8871362,2.3509799
4702,94239964,48.8872308,2.3510356
4703,94239966,48.8882958,2.3515404
4704,94239967,48.8890602,2.3516447
4705,94239968,48.8897423,2.351553
4706,94239969,48.8904672,2.3514506
4707,94239970,48.8911838,2.3516153
4708,94241344,48.8954397,2.3464797
4709,94241964,48.8916826,2.349577
4710,94243036,48.8861712,2.3338279
4711,94243262,48.8851195,2.334057
4712,94243623,48.8867455,2.327792
4713,94243625,48.88632,2.3281886
4714,94244169,48.8896147,2.3384882
4715,94245630,48.8896886,2.3402131
4716,94246427,48.8885426,2.3397995
4717,94246757,48.8890074,2.3380598
4718,94247165,48.8903902,2.3415923
4719,94247453,48.8848975,2.3593228
4720,94247749,48.8848901,2.3604329
4721,94247753,48.8864959,2.3610403
4722,94247754,48.8867262,2.3611518
4723,94248444,48.8937485,2.3733249
4724,94248592,48.8852031,2.3678239
4725,94248618,48.8844707,2.3689748
4726,94248806,48.8856973,2.3683911
4727,94249286,48.8847908,2.3593089
4728,94249422,48.8849275,2.356802
4729,94249424,48.8849826,2.3552347
4730,94249426,48.8850341,2.3525233
4731,94249428,48.8850285,2.3522078
4732,94249439,48.8852755,2.3495181
4733,94249523,48.8851422,2.3507852
4734,94249639,48.8842223,2.3524083
4735,94249772,48.8846002,2.3540773
4736,94249773,48.8849684,2.3556998
4737,94249865,48.8843178,2.3560448
4738,94250088,48.8849642,2.3558345
4739,94250132,48.8859024,2.3557159
4740,94250133,48.8867629,2.3555497
4741,94250134,48.8872771,2.3554522
4742,94250376,48.890409,2.3558139
4743,94250378,48.888703,2.3560535
4744,94250379,48.8860564,2.356607
4745,94250487,48.888567,2.3545838
4746,94250558,48.8903544,2.3545343
4747,94250560,48.8906493,2.3545335
4748,94250805,48.890366,2.3533306
4749,94251337,48.8867347,2.353428
4750,94251338,48.8877733,2.3535011
4751,94251342,48.8897621,2.3533924
4752,94251344,48.8884808,2.3535674
4753,94251346,48.8908898,2.3532204
4754,94251582,48.8859309,2.3520804
4755,94251584,48.8857038,2.3529732
4756,94251585,48.8854127,2.3540174
4757,94251779,48.8866039,2.3527547
4758,94251780,48.8869964,2.352611
4759,94251815,48.8862598,2.3503574
4760,94251967,48.8863851,2.3519426
4761,94251968,48.8867539,2.3548833
4762,94251970,48.8867834,2.3564598
4763,94252127,48.8861991,2.3544136
4764,94252128,48.8862445,2.3549606
4765,94252129,48.8862933,2.3556157
4766,94252130,48.8862855,2.3565653
4767,94252518,48.8858367,2.3545521
4768,94252519,48.8858627,2.3550328
4769,94252521,48.886106,2.3595262
4770,94253119,48.888006,2.3562029
4771,94253222,48.8876222,2.3534917
4772,94253261,48.8876367,2.3529991
4773,94253649,48.8889585,2.3536006
4774,94253650,48.8889075,2.3545676
4775,94257976,48.849961,2.2884178
4776,94258075,48.8502734,2.2901004
4777,94258422,48.8428375,2.2861736
4778,94258423,48.8437783,2.2863504
4779,94258426,48.8466941,2.2888691
4780,94258428,48.8489997,2.2909188
4781,94258875,48.8468721,2.2923987
4782,94258877,48.8469303,2.2935692
4783,94259118,48.8480691,2.3014987
4784,94259785,48.8469847,2.3052207
4785,94260214,48.8479029,2.3061538
4786,94260215,48.8533639,2.3116809
4787,94260216,48.8538192,2.3122009
4788,94260585,48.8471393,2.307339
4789,94260586,48.8477529,2.3095429
4790,94260587,48.8479419,2.310324
4791,94260793,48.8488296,2.3089369
4792,94261155,48.8460237,2.310494
4793,94261348,48.8470096,2.3084406
4794,94261410,48.847333,2.3097705
4795,94261495,48.8464359,2.3084706
4796,94261711,48.8461378,2.3089695
4797,94261982,48.8464486,2.3102588
4798,94261984,48.8466649,2.3111559
4799,94262176,48.8461675,2.3110986
4800,94262258,48.8445367,2.3115544
4801,94262351,48.845342,2.3117972
4802,94262684,48.8460883,2.3142378
4803,94262804,48.8464376,2.3153669
4804,94262979,48.8508245,2.3124342
4805,94263090,48.8537923,2.3127196
4806,94264649,48.8532282,2.3119493
4807,94264937,48.8531939,2.3126966
4808,94264938,48.853305,2.3129937
4809,94264940,48.853763,2.3133321
4810,94265887,48.8514807,2.291976
4811,94266272,48.8511758,2.294454
4812,94266273,48.8510475,2.2949575
4813,94266274,48.8506601,2.2956375
4814,94266276,48.8501601,2.2965036
4815,94266440,48.8499072,2.3011132
4816,94266789,48.8505062,2.2999853
4817,94266791,48.8505319,2.3020523
4818,94267105,48.8505926,2.2988074
4819,94267106,48.8515635,2.3002595
4820,94267208,48.8504225,2.2940468
4821,94267358,48.8517217,2.2959648
4822,94267360,48.8530128,2.2970834
4823,94267384,48.8500645,2.2951699
4824,94267503,48.8513429,2.2965473
4825,94267505,48.8521822,2.2993432
4826,94267653,48.8526831,2.2997895
4827,94267807,48.8516097,2.2974342
4828,94267985,48.8506735,2.2989289
4829,94267986,48.8502346,2.2995872
4830,94268063,48.8514996,2.2970711
4831,94268113,48.852031,2.2963793
4832,94268321,48.8528906,2.2865617
4833,94268426,48.8508971,2.2921315
4834,94268492,48.8520806,2.2888245
4835,94268669,48.8508945,2.2875907
4836,94268670,48.8504192,2.2885735
4837,94268747,48.8476853,2.2841359
4838,94268943,48.8480233,2.2844718
4839,94268944,48.8486399,2.2851216
4840,94268946,48.8504611,2.2871117
4841,94269206,48.8481058,2.2901315
4842,94269207,48.8471467,2.292651
4843,94269209,48.8469119,2.2931874
4844,94269214,48.8490578,2.2876362
4845,94269217,48.8461915,2.2951755
4846,94269263,48.8446574,2.2904942
4847,94269402,48.8480039,2.2934125
4848,94269403,48.8498514,2.29501
4849,94269863,48.8494102,2.2898821
4850,94269969,48.8505079,2.291278
4851,94270046,48.8502176,2.291977
4852,94270047,48.8494038,2.294613
4853,94270048,48.8485424,2.2973083
4854,94270059,48.8487613,2.2940586
4855,94270166,48.846611,2.2996613
4856,94270168,48.8478027,2.2965615
4857,94270239,48.8475616,2.2971978
4858,94270277,48.8487024,2.2986791
4859,94270517,48.8473729,2.3030128
4860,94270578,48.8470984,2.3053345
4861,94270669,48.8489377,2.3045331
4862,94270877,48.8485061,2.2890827
4863,94271277,48.8481148,2.2867978
4864,94271403,48.8473884,2.2861895
4865,94271793,48.8455694,2.2807852
4866,94271799,48.8447498,2.279859
4867,94272532,48.8383937,2.2783782
4868,94272854,48.8447668,2.2838996
4869,94272855,48.8465343,2.2854387
4870,96115609,48.8759856,2.4025385
4871,96115612,48.8754579,2.3979273
4872,96115614,48.8752544,2.3953549
4873,96115615,48.8753222,2.3935606
4874,96115618,48.8754476,2.3922838
4875,96115619,48.8754712,2.3920852
4876,96115623,48.875267,2.3896274
4877,96115625,48.8749359,2.3889231
4878,96115627,48.8746856,2.3877743
4879,96115628,48.87467,2.3874411
4880,96127095,48.8726113,2.3961196
4881,96127099,48.8700909,2.3957601
4882,96127245,48.8740251,2.3959122
4883,96127745,48.8739018,2.395228
4884,96134191,48.8727653,2.3942092
4885,96134192,48.8716479,2.3922744
4886,96134196,48.8702734,2.3914738
4887,96134198,48.8692072,2.3919063
4888,96135127,48.8752081,2.3923848
4889,96135128,48.8744598,2.3928976
4890,96135356,48.8714404,2.3956473
4891,96135607,48.871867,2.3937712
4892,96135608,48.8721851,2.3931689
4893,96135609,48.8724418,2.392687
4894,96135611,48.8733646,2.3909235
4895,96135613,48.8736016,2.3903651
4896,96135918,48.8749163,2.3936352
4897,96136327,48.8766093,2.3925107
4898,96136601,48.8763604,2.3930959
4899,96136609,48.8775088,2.3938077
4900,96136832,48.8782539,2.3979173
4901,96136833,48.8801257,2.3985651
4902,96136841,48.8707805,2.3992295
4903,96136842,48.8693224,2.4004764
4904,96137270,48.8710693,2.4002919
4905,96137271,48.8712236,2.4008072
4906,96137274,48.8716199,2.4023512
4907,96137424,48.8723859,2.3976964
4908,96137428,48.8729729,2.3962022
4909,96137709,48.8727679,2.397056
4910,96138134,48.8768703,2.3896426
4911,96138283,48.8767647,2.3905842
4912,96138756,48.875108,2.389291
4913,96138870,48.8760618,2.3890044
4914,96138964,48.8763038,2.3876089
4915,96139197,48.8738054,2.3880252
4916,96139482,48.8715863,2.386014
4917,96139483,48.8714621,2.3860226
4918,96141540,48.8712334,2.374652
4919,96141641,48.8699701,2.3755741
4920,96141927,48.8742039,2.3773896
4921,96142019,48.8725295,2.3785301
4922,96142155,48.8739371,2.3797292
4923,96142236,48.8738287,2.3828036
4924,96142238,48.8744116,2.3815727
4925,96142386,48.8740966,2.3856919
4926,96143095,48.8743916,2.3862513
4927,96143215,48.8771082,2.3878803
4928,96143369,48.8773662,2.3866637
4929,96143370,48.8775792,2.385473
4930,96143575,48.8791985,2.3883236
4931,96143576,48.8795294,2.3883244
4932,96144236,48.8800617,2.3984614
4933,96144808,48.8801413,2.3919702
4934,96145094,48.8794817,2.3913436
4935,96145095,48.8791814,2.3923896
4936,96145097,48.8795721,2.396496
4937,96145557,48.8803992,2.3967352
4938,96146088,48.8761301,2.3703001
4939,96146089,48.8761438,2.3685092
4940,96146342,48.874652,2.3725017
4941,96146596,48.8752354,2.370311
4942,96149590,48.8671068,2.3832861
4943,96149591,48.8675494,2.3850858
4944,96149592,48.8679235,2.3866245
4945,96149593,48.8680251,2.3870345
4946,96149597,48.8691112,2.3914388
4947,96149599,48.8695258,2.3931603
4948,96149607,48.86996,2.3944867
4949,96151090,48.8751762,2.3735899
4950,96151437,48.8764327,2.3721293
4951,96151752,48.8770845,2.3741996
4952,96152276,48.8782577,2.3728587
4953,96152277,48.8789909,2.3712753
4954,96153935,48.8718194,2.3983451
4955,96154101,48.872683,2.3992559
4956,96416976,48.8851521,2.3253356
4957,100287503,48.824,2.3485412
4958,100287651,48.8236655,2.3534824
4959,100287808,48.8238486,2.3529956
4960,100287884,48.8236356,2.3532356
4961,100287974,48.8221517,2.3526895
4962,100288010,48.820812,2.3525683
4963,100288356,48.8239453,2.3535766
4964,100288988,48.8239612,2.3530592
4965,100289067,48.8240399,2.3533795
4966,100289150,48.8253642,2.3539424
4967,100289178,48.8259905,2.353653
4968,100289321,48.8243549,2.3543989
4969,100289322,48.8234417,2.3554355
4970,100289410,48.8230231,2.355415
4971,100289509,48.8234447,2.3541248
4972,100289671,48.82319,2.3541893
4973,100289673,48.8231809,2.3544233
4974,100289676,48.8232947,2.3545686
4975,100289808,48.8222355,2.3540576
4976,100290177,48.8228708,2.3529541
4977,100291267,48.822971,2.3488677
4978,100291522,48.8221798,2.3493502
4979,100291881,48.822586,2.3440373
4980,100292094,48.8251937,2.3432735
4981,100292096,48.8261143,2.3440471
4982,100292375,48.8316883,2.3443707
4983,100292741,48.8341573,2.3448449
4984,100293163,48.833051,2.3359939
4985,100294250,48.8271924,2.3347555
4986,100294442,48.8265121,2.3346128
4987,100294494,48.8256612,2.3344593
4988,100294683,48.8209702,2.3299813
4989,100294771,48.8222327,2.3304032
4990,100812067,48.8306274,2.3189225
4991,100816719,48.8385393,2.3295053
4992,106017215,48.9013304,2.3441098
4993,108270264,48.8381616,2.2524299
4994,108391780,48.8482932,2.2419015
4995,108391783,48.8484441,2.2422625
4996,108391788,48.8484258,2.2426244
4997,108391798,48.8480371,2.2427435
4998,110506443,48.8436985,2.2984104
4999,110509773,48.8398359,2.3020671
5000,110509774,48.8420906,2.3030688
5001,110512079,48.8411421,2.3012185
5002,110512081,48.8433503,2.2999452
5003,110517369,48.838059,2.2946016
5004,110517371,48.8385044,2.2946961
5005,110517378,48.8405518,2.2994543
5006,110517381,48.8416965,2.3028939
5007,110517384,48.8418276,2.3032567
5008,110517387,48.8428149,2.3061821
5009,110548692,48.8414778,2.3079317
5010,110548693,48.8392607,2.3004089
5011,110548695,48.8383197,2.2984429
5012,110548696,48.8379256,2.2977341
5013,110548697,48.8368743,2.2957805
5014,110548699,48.8360839,2.2939785
5015,110548702,48.8348462,2.2917153
5016,110550432,48.8422304,2.304478
5017,110553570,48.8437152,2.3063921
5018,110555345,48.8412654,2.307193
5019,110557418,48.843587,2.307998
5020,110557419,48.841855,2.3091474
5021,110562477,48.8422975,2.3105739
5022,110565283,48.8424504,2.3110668
5023,110567078,48.8442425,2.3081976
5024,110569416,48.8461128,2.3049174
5025,110571443,48.8437592,2.3065428
5026,110571874,48.8437358,2.3024068
5027,110573261,48.8425288,2.3003418
5028,112010329,48.8413032,2.2981973
5029,112010331,48.8403725,2.2988543
5030,112011214,48.8388867,2.2975985
5031,112011216,48.8392667,2.2983738
5032,112011222,48.8394552,2.2987681
5033,112011224,48.8401945,2.3003269
5034,112011484,48.8393302,2.2969596
5035,112011485,48.8397639,2.2978188
5036,112012233,48.8398265,2.2983671
5037,112012920,48.8402627,2.2996571
5038,112014078,48.835656,2.302421
5039,112014079,48.8371844,2.3001202
5040,112014080,48.837969,2.2989645
5041,112014081,48.8396434,2.2965306
5042,112014169,48.8392559,2.2958417
5043,112014705,48.8373825,2.2967396
5044,112014706,48.8370025,2.2971741
5045,112016218,48.8372166,2.298818
5046,112016514,48.8437036,2.2985418
5047,112017509,48.8449167,2.2984141
5048,112017915,48.8446024,2.3036677
5049,112017916,48.8431921,2.3046007
5050,112035228,48.8459475,2.3043215
5051,112036802,48.8446221,2.2968925
5052,112037093,48.8437265,2.295872
5053,112038738,48.8418825,2.2982246
5054,112039658,48.842929,2.2980057
5055,112040187,48.8428084,2.2987879
5056,112040699,48.8419471,2.2933723
5057,112042384,48.839937,2.2927325
5058,112042925,48.8409954,2.2914201
5059,112413018,48.8358504,2.2557717
5060,113494617,48.8369256,2.3027349
5061,113494619,48.8391291,2.3000665
5062,113494973,48.8399499,2.3025163
5063,116109846,48.8376956,2.3078275
5064,116109849,48.8391037,2.306267
5065,116109850,48.8396224,2.3058463
5066,116109852,48.840624,2.3049699
5067,116110295,48.8382183,2.3083315
5068,116110297,48.839466,2.3071806
5069,116110298,48.8399543,2.3067426
5070,116110299,48.8408972,2.3058827
5071,116111863,48.8386531,2.3087434
5072,116111865,48.8411216,2.3066683
5073,116112289,48.8392569,2.3049039
5074,116112942,48.8380418,2.3042274
5075,116113090,48.837356,2.3059986
5076,116113091,48.8381523,2.3072529
5077,116114646,48.8404768,2.3128953
5078,116114647,48.8385019,2.3115134
5079,116114648,48.8376095,2.310973
5080,116114649,48.8370855,2.3106522
5081,116115178,48.8389524,2.3105916
5082,116115388,48.8380159,2.3112189
5083,116116513,48.8396334,2.3147411
5084,116116879,48.8476785,2.2942599
5085,116116881,48.8469325,2.2936115
